gene_name,transcript_counts.S12M,transcript_counts.S23M,transcript_counts.S31M,transcript_counts.S48M,transcript_counts.S59M,transcript_counts.S9M,exposed_males_sum_transcript_counts,exposed_males_median_transcript_counts,exposed_males_mean_transcript_counts,exposed_males_max_transcript_counts,exposed_males_min_transcript_counts,exposed_males_std_dev_transcript_counts
LOC111107548,1,1,2,2,2,1,9,1.5,1.5,2,1,0.547722557505166
LOC111107549,1,1,1,2,4,1,10,1,1.66666666666667,4,1,1.211060141639
LOC111107550,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107551,1,2,1,3,1,2,10,1.5,1.66666666666667,3,1,0.816496580927726
LOC111107552,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107553,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107554,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107555,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107556,1,1,1,2,1,2,8,1,1.33333333333333,2,1,0.516397779494322
LOC111107557,3,3,3,3,3,3,18,3,3,3,3,0
LOC111107558,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107559,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107560,4,3,1,4,4,4,20,4,3.33333333333333,4,1,1.211060141639
LOC111107561,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107562,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107563,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107564,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107565,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107566,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107567,1,1,2,1,2,1,8,1,1.33333333333333,2,1,0.516397779494322
LOC111107568,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107569,1,1,0,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107570,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107571,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107572,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107573,2,2,2,2,2,2,12,2,2,2,2,0
LOC111107574,5,4,4,5,3,4,25,4,4.16666666666667,5,3,0.752772652709081
LOC111107575,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107576,1,2,2,2,1,1,9,1.5,1.5,2,1,0.547722557505166
LOC111107577,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107578,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107579,1,1,0,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107580,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107581,1,1,0,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107582,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107583,0,0,0,0,0,0,0,0,0,0,0,0
LOC111107584,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107585,0,0,0,0,0,0,0,0,0,0,0,0
LOC111107586,1,1,2,1,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111107587,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107588,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107589,2,2,2,2,2,2,12,2,2,2,2,0
LOC111107590,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107591,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107592,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107593,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107594,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107595,3,5,2,6,6,3,25,4,4.16666666666667,6,2,1.72240142436851
LOC111107596,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107597,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107598,0,1,0,1,1,1,4,1,0.666666666666667,1,0,0.516397779494322
LOC111107599,0,1,0,1,0,1,3,0.5,0.5,1,0,0.547722557505166
LOC111107600,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107601,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107602,2,2,3,2,3,2,14,2,2.33333333333333,3,2,0.516397779494322
LOC111107603,1,0,0,1,1,0,3,0.5,0.5,1,0,0.547722557505166
LOC111107604,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107605,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107606,2,2,1,2,1,2,10,2,1.66666666666667,2,1,0.516397779494322
LOC111107607,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107608,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107609,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107610,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107611,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107612,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107613,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107614,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107615,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107616,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107617,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107618,1,1,0,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107619,0,1,0,1,0,1,3,0.5,0.5,1,0,0.547722557505166
LOC111107620,1,3,1,2,2,2,11,2,1.83333333333333,3,1,0.752772652709081
LOC111107621,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107622,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107623,0,1,1,1,0,1,4,1,0.666666666666667,1,0,0.516397779494322
LOC111107624,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107625,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107626,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107627,3,3,1,3,1,1,12,2,2,3,1,1.09544511501033
LOC111107628,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107629,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107630,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107631,1,1,2,1,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111107632,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107633,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107634,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107635,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107636,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107637,2,1,1,1,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111107638,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107639,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107640,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107641,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107642,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107643,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107644,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107645,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107646,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107647,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107648,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107649,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107650,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107651,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107652,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107653,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107654,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107655,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107656,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107657,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107658,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107659,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107660,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107661,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107662,1,2,2,4,2,2,13,2,2.16666666666667,4,1,0.983192080250175
LOC111107663,1,1,1,1,2,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111107664,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107665,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107666,1,2,2,3,3,1,12,2,2,3,1,0.894427190999916
LOC111107667,1,1,2,1,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111107668,2,2,2,2,2,2,12,2,2,2,2,0
LOC111107669,3,3,3,3,3,2,17,3,2.83333333333333,3,2,0.408248290463863
LOC111107670,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107671,1,1,2,2,2,2,10,2,1.66666666666667,2,1,0.516397779494322
LOC111107672,2,2,3,4,3,1,15,2.5,2.5,4,1,1.04880884817015
LOC111107673,1,2,1,1,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111107674,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107675,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107676,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107677,1,2,2,2,1,1,9,1.5,1.5,2,1,0.547722557505166
LOC111107678,2,2,2,2,2,2,12,2,2,2,2,0
LOC111107679,2,2,2,2,2,2,12,2,2,2,2,0
LOC111107680,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107681,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107682,1,2,2,2,1,2,10,2,1.66666666666667,2,1,0.516397779494322
LOC111107683,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107684,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107685,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107686,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107687,1,0,0,1,0,1,3,0.5,0.5,1,0,0.547722557505166
LOC111107688,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107689,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107690,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107691,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107692,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107693,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107694,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107695,5,4,5,4,5,2,25,4.5,4.16666666666667,5,2,1.16904519445001
LOC111107696,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107697,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107698,1,1,2,2,2,1,9,1.5,1.5,2,1,0.547722557505166
LOC111107699,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107700,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107701,1,1,1,2,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111107702,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107703,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107704,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107705,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107706,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107707,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107708,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107709,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107710,0,1,1,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107711,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107712,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107713,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107714,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107715,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107716,2,3,1,4,2,4,16,2.5,2.66666666666667,4,1,1.211060141639
LOC111107717,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107718,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107719,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107720,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107721,0,1,0,0,0,1,2,0,0.333333333333333,1,0,0.516397779494322
LOC111107722,2,2,2,2,2,2,12,2,2,2,2,0
LOC111107723,0,1,0,0,0,1,2,0,0.333333333333333,1,0,0.516397779494322
LOC111107724,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107725,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107726,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107727,4,6,4,4,7,6,31,5,5.16666666666667,7,4,1.32916013582513
LOC111107728,2,1,2,2,2,2,11,2,1.83333333333333,2,1,0.408248290463863
LOC111107729,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107730,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107731,2,3,3,3,9,4,24,3,4,9,2,2.5298221281347
LOC111107732,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107733,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107734,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107735,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107736,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107737,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107738,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107739,1,1,1,1,5,1,10,1,1.66666666666667,5,1,1.63299316185545
LOC111107740,0,1,0,0,0,0,1,0,0.166666666666667,1,0,0.408248290463863
LOC111107741,0,1,0,1,0,1,3,0.5,0.5,1,0,0.547722557505166
LOC111107742,1,0,0,0,0,1,2,0,0.333333333333333,1,0,0.516397779494322
LOC111107743,0,1,0,0,0,1,2,0,0.333333333333333,1,0,0.516397779494322
LOC111107744,1,1,0,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107745,0,1,1,0,0,0,2,0,0.333333333333333,1,0,0.516397779494322
LOC111107746,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107747,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107748,1,1,1,2,2,2,9,1.5,1.5,2,1,0.547722557505166
LOC111107749,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107750,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107751,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107752,1,1,1,1,0,0,4,1,0.666666666666667,1,0,0.516397779494322
LOC111107753,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107754,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107755,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107756,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107757,3,2,1,1,2,2,11,2,1.83333333333333,3,1,0.752772652709081
LOC111107758,1,1,1,1,0,0,4,1,0.666666666666667,1,0,0.516397779494322
LOC111107759,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107760,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107761,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107762,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107763,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107764,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107765,2,2,3,3,3,3,16,3,2.66666666666667,3,2,0.516397779494322
LOC111107766,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107767,1,1,3,1,1,1,8,1,1.33333333333333,3,1,0.816496580927726
LOC111107768,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107769,1,1,0,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107770,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107771,0,0,0,1,1,0,2,0,0.333333333333333,1,0,0.516397779494322
LOC111107772,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107773,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107774,1,1,0,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107775,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107776,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107777,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107778,1,0,1,0,0,0,2,0,0.333333333333333,1,0,0.516397779494322
LOC111107779,2,2,2,2,2,2,12,2,2,2,2,0
LOC111107780,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107781,2,2,1,4,4,1,14,2,2.33333333333333,4,1,1.36626010212795
LOC111107782,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107783,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107784,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107785,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107786,1,2,1,2,2,2,10,2,1.66666666666667,2,1,0.516397779494322
LOC111107787,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107788,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107789,0,1,0,1,0,1,3,0.5,0.5,1,0,0.547722557505166
LOC111107790,5,5,5,5,5,5,30,5,5,5,5,0
LOC111107791,0,0,0,0,0,0,0,0,0,0,0,0
LOC111107792,2,3,2,2,3,3,15,2.5,2.5,3,2,0.547722557505166
LOC111107793,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107794,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107795,3,2,2,3,2,2,14,2,2.33333333333333,3,2,0.516397779494322
LOC111107796,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107797,0,0,1,0,0,1,2,0,0.333333333333333,1,0,0.516397779494322
LOC111107798,0,0,1,0,0,1,2,0,0.333333333333333,1,0,0.516397779494322
LOC111107799,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107800,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107801,0,0,1,0,0,1,2,0,0.333333333333333,1,0,0.516397779494322
LOC111107802,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107803,1,1,1,1,1,0,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107804,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107805,1,3,1,3,2,1,11,1.5,1.83333333333333,3,1,0.983192080250175
LOC111107806,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107807,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107808,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107809,1,2,1,1,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111107810,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107811,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107812,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107813,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107814,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107815,1,1,2,2,3,1,10,1.5,1.66666666666667,3,1,0.816496580927726
LOC111107816,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107817,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107818,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107819,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107820,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107821,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107822,3,4,3,3,2,3,18,3,3,4,2,0.632455532033676
LOC111107823,2,1,2,3,1,1,10,1.5,1.66666666666667,3,1,0.816496580927726
LOC111107824,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107825,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107826,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107827,3,2,2,5,4,3,19,3,3.16666666666667,5,2,1.16904519445001
LOC111107828,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107829,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107830,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107831,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107832,4,1,2,3,3,4,17,3,2.83333333333333,4,1,1.16904519445001
LOC111107833,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107834,1,2,1,1,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111107835,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107836,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107837,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107838,0,1,1,0,1,1,4,1,0.666666666666667,1,0,0.516397779494322
LOC111107839,1,1,1,0,1,0,4,1,0.666666666666667,1,0,0.516397779494322
LOC111107840,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107841,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107842,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107843,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107844,1,2,1,2,2,1,9,1.5,1.5,2,1,0.547722557505166
LOC111107845,2,1,2,1,2,2,10,2,1.66666666666667,2,1,0.516397779494322
LOC111107846,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107847,2,1,1,1,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111107848,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107849,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107850,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107851,2,3,1,1,3,3,13,2.5,2.16666666666667,3,1,0.983192080250175
LOC111107852,3,3,2,2,3,3,16,3,2.66666666666667,3,2,0.516397779494322
LOC111107853,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107854,3,3,3,2,4,2,17,3,2.83333333333333,4,2,0.752772652709081
LOC111107855,1,1,1,1,1,2,7,1,1.16666666666667,2,1,0.408248290463863
LOC111107856,2,2,1,2,1,1,9,1.5,1.5,2,1,0.547722557505166
LOC111107857,1,2,1,2,2,1,9,1.5,1.5,2,1,0.547722557505166
LOC111107858,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107859,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107860,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107861,2,1,1,1,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111107862,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107863,2,2,1,1,2,2,10,2,1.66666666666667,2,1,0.516397779494322
LOC111107864,0,0,1,0,0,0,1,0,0.166666666666667,1,0,0.408248290463863
LOC111107865,1,1,0,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107866,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107867,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107868,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107869,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107870,1,1,0,0,0,1,3,0.5,0.5,1,0,0.547722557505166
LOC111107871,0,0,0,0,0,0,0,0,0,0,0,0
LOC111107872,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107873,2,1,2,2,2,2,11,2,1.83333333333333,2,1,0.408248290463863
LOC111107874,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107875,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107876,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107877,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107878,0,0,1,0,1,0,2,0,0.333333333333333,1,0,0.516397779494322
LOC111107879,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107880,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107881,1,1,1,3,2,1,9,1,1.5,3,1,0.836660026534076
LOC111107882,0,1,1,1,0,1,4,1,0.666666666666667,1,0,0.516397779494322
LOC111107883,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107884,1,2,1,1,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111107885,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107886,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107887,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107888,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107889,0,1,0,0,0,0,1,0,0.166666666666667,1,0,0.408248290463863
LOC111107890,1,1,1,0,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107891,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107892,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107893,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107894,0,1,0,1,1,0,3,0.5,0.5,1,0,0.547722557505166
LOC111107895,1,0,1,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107896,1,0,1,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107897,2,2,2,2,2,2,12,2,2,2,2,0
LOC111107898,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107899,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107900,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107901,1,1,1,0,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107902,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107903,1,0,0,1,0,0,2,0,0.333333333333333,1,0,0.516397779494322
LOC111107904,1,1,1,0,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107905,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107906,0,1,0,0,0,1,2,0,0.333333333333333,1,0,0.516397779494322
LOC111107907,2,1,1,1,3,1,9,1,1.5,3,1,0.836660026534076
LOC111107908,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107909,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107910,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107911,2,1,1,3,1,1,9,1,1.5,3,1,0.836660026534076
LOC111107912,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107913,7,9,2,5,12,8,43,7.5,7.16666666666667,12,2,3.43025752191678
LOC111107914,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107915,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107916,0,1,0,0,0,0,1,0,0.166666666666667,1,0,0.408248290463863
LOC111107917,2,2,2,3,2,2,13,2,2.16666666666667,3,2,0.408248290463863
LOC111107918,0,0,0,0,0,0,0,0,0,0,0,0
LOC111107919,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107920,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107921,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107922,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107923,3,3,2,2,3,1,14,2.5,2.33333333333333,3,1,0.816496580927726
LOC111107924,2,3,3,3,3,3,17,3,2.83333333333333,3,2,0.408248290463863
LOC111107925,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107926,1,1,1,1,1,4,9,1,1.5,4,1,1.22474487139159
LOC111107927,1,1,1,2,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111107928,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107929,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107930,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107931,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107932,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107933,10,9,9,12,11,9,60,9.5,10,12,9,1.26491106406735
LOC111107934,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107935,2,2,2,3,1,1,11,2,1.83333333333333,3,1,0.752772652709081
LOC111107936,2,1,1,1,1,2,8,1,1.33333333333333,2,1,0.516397779494322
LOC111107937,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107938,2,3,2,3,1,3,14,2.5,2.33333333333333,3,1,0.816496580927726
LOC111107939,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107940,1,2,1,1,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111107941,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107942,2,2,2,2,1,2,11,2,1.83333333333333,2,1,0.408248290463863
LOC111107943,1,1,0,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
