gene_name,transcript_counts.S12M,transcript_counts.S23M,transcript_counts.S31M,transcript_counts.S48M,transcript_counts.S59M,transcript_counts.S9M,exposed_males_sum_transcript_counts,exposed_males_median_transcript_counts,exposed_males_mean_transcript_counts,exposed_males_max_transcript_counts,exposed_males_min_transcript_counts,exposed_males_std_dev_transcript_counts
LOC111107156,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107157,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107158,1,1,1,1,2,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111107159,2,2,1,2,1,1,9,1.5,1.5,2,1,0.547722557505166
LOC111107160,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107161,0,0,0,1,1,0,2,0,0.333333333333333,1,0,0.516397779494322
LOC111107162,1,1,1,1,1,0,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107163,1,2,1,2,2,2,10,2,1.66666666666667,2,1,0.516397779494322
LOC111107164,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107165,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107166,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107167,1,1,0,2,2,2,8,1.5,1.33333333333333,2,0,0.816496580927726
LOC111107168,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107169,0,1,1,1,1,0,4,1,0.666666666666667,1,0,0.516397779494322
LOC111107170,2,3,1,2,1,3,12,2,2,3,1,0.894427190999916
LOC111107171,2,2,2,2,2,2,12,2,2,2,2,0
LOC111107172,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107173,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107174,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107175,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107176,1,1,0,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107177,1,3,0,3,1,1,9,1,1.5,3,0,1.22474487139159
LOC111107178,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107179,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107180,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107181,3,3,1,3,1,3,14,3,2.33333333333333,3,1,1.03279555898864
LOC111107182,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107183,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107184,0,0,0,0,0,0,0,0,0,0,0,0
LOC111107185,1,2,2,1,4,2,12,2,2,4,1,1.09544511501033
LOC111107186,1,1,1,1,1,2,7,1,1.16666666666667,2,1,0.408248290463863
LOC111107187,1,1,0,1,1,0,4,1,0.666666666666667,1,0,0.516397779494322
LOC111107188,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107189,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107190,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107191,1,1,0,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107192,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107193,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107194,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107195,1,1,0,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107196,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107197,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107198,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107199,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107200,1,1,1,1,2,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111107201,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107202,1,1,0,0,1,1,4,1,0.666666666666667,1,0,0.516397779494322
LOC111107203,0,0,0,0,0,1,1,0,0.166666666666667,1,0,0.408248290463863
LOC111107204,5,4,3,7,5,8,32,5,5.33333333333333,8,3,1.86189867250253
LOC111107205,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107206,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107207,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107208,1,1,1,1,2,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111107209,0,1,1,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107210,0,1,1,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107211,0,1,0,0,1,0,2,0,0.333333333333333,1,0,0.516397779494322
LOC111107212,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107213,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107214,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107215,1,0,1,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107216,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107217,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107218,2,1,2,1,2,0,8,1.5,1.33333333333333,2,0,0.816496580927726
LOC111107219,4,4,3,3,4,4,22,4,3.66666666666667,4,3,0.516397779494322
LOC111107220,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107221,1,0,1,1,0,1,4,1,0.666666666666667,1,0,0.516397779494322
LOC111107222,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107223,0,0,0,1,1,1,3,0.5,0.5,1,0,0.547722557505166
LOC111107224,2,4,2,3,2,5,18,2.5,3,5,2,1.26491106406735
LOC111107225,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107226,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107227,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107228,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107229,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107230,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107231,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107232,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107233,1,2,1,2,1,1,8,1,1.33333333333333,2,1,0.516397779494322
LOC111107234,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107235,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107236,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107237,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107238,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107239,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107240,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107241,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107242,0,0,1,1,1,1,4,1,0.666666666666667,1,0,0.516397779494322
LOC111107243,1,0,1,1,0,0,3,0.5,0.5,1,0,0.547722557505166
LOC111107244,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107245,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107246,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107247,1,1,0,0,1,0,3,0.5,0.5,1,0,0.547722557505166
LOC111107248,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107249,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107250,7,5,2,7,6,6,33,6,5.5,7,2,1.87082869338697
LOC111107251,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107252,1,0,0,0,0,0,1,0,0.166666666666667,1,0,0.408248290463863
LOC111107253,1,2,1,1,1,2,8,1,1.33333333333333,2,1,0.516397779494322
LOC111107254,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107255,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107256,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107257,1,1,1,3,1,1,8,1,1.33333333333333,3,1,0.816496580927726
LOC111107258,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107259,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107260,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107261,1,1,0,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107262,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107263,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107264,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107265,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107266,4,3,2,2,4,1,16,2.5,2.66666666666667,4,1,1.211060141639
LOC111107267,0,0,0,0,0,0,0,0,0,0,0,0
LOC111107268,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107269,1,1,0,1,1,0,4,1,0.666666666666667,1,0,0.516397779494322
LOC111107270,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107271,2,3,2,2,1,1,11,2,1.83333333333333,3,1,0.752772652709081
LOC111107272,2,2,2,2,2,2,12,2,2,2,2,0
LOC111107273,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107274,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107275,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107276,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107277,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107278,5,4,3,8,7,2,29,4.5,4.83333333333333,8,2,2.31660671385254
LOC111107279,3,3,3,1,2,3,15,3,2.5,3,1,0.836660026534076
LOC111107280,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107281,1,1,1,1,2,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111107282,1,1,1,2,1,2,8,1,1.33333333333333,2,1,0.516397779494322
LOC111107283,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107284,2,3,1,3,3,1,13,2.5,2.16666666666667,3,1,0.983192080250175
LOC111107285,2,2,1,2,2,2,11,2,1.83333333333333,2,1,0.408248290463863
LOC111107286,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107287,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107288,2,1,1,2,1,1,8,1,1.33333333333333,2,1,0.516397779494322
LOC111107289,1,2,1,1,3,1,9,1,1.5,3,1,0.836660026534076
LOC111107290,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107291,1,2,1,2,1,2,9,1.5,1.5,2,1,0.547722557505166
LOC111107292,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107293,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107294,1,1,1,1,2,2,8,1,1.33333333333333,2,1,0.516397779494322
LOC111107295,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107296,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107297,2,2,1,2,2,2,11,2,1.83333333333333,2,1,0.408248290463863
LOC111107298,1,1,1,2,2,1,8,1,1.33333333333333,2,1,0.516397779494322
LOC111107299,2,1,2,2,1,2,10,2,1.66666666666667,2,1,0.516397779494322
LOC111107300,2,2,2,2,1,2,11,2,1.83333333333333,2,1,0.408248290463863
LOC111107301,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107302,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107303,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107304,1,1,0,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107305,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107306,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107307,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107308,1,3,1,3,3,3,14,3,2.33333333333333,3,1,1.03279555898864
LOC111107309,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107310,1,1,0,1,0,1,4,1,0.666666666666667,1,0,0.516397779494322
LOC111107311,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107312,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107313,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107314,0,0,0,1,1,0,2,0,0.333333333333333,1,0,0.516397779494322
LOC111107315,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107316,2,2,2,2,2,2,12,2,2,2,2,0
LOC111107317,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107318,4,2,1,5,4,2,18,3,3,5,1,1.54919333848297
LOC111107319,1,1,0,0,1,1,4,1,0.666666666666667,1,0,0.516397779494322
LOC111107320,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107321,2,2,2,2,2,2,12,2,2,2,2,0
LOC111107322,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107323,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107324,1,1,1,1,2,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111107325,2,1,3,3,1,1,11,1.5,1.83333333333333,3,1,0.983192080250175
LOC111107326,1,2,1,1,3,2,10,1.5,1.66666666666667,3,1,0.816496580927726
LOC111107327,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107328,9,6,2,5,9,7,38,6.5,6.33333333333333,9,2,2.65832027165025
LOC111107329,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107330,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107331,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107332,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107333,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107334,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107335,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107336,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107337,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107338,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107339,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107340,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107341,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107342,2,2,2,2,3,2,13,2,2.16666666666667,3,2,0.408248290463863
LOC111107343,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107344,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107345,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107346,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107347,3,4,1,4,4,2,18,3.5,3,4,1,1.26491106406735
LOC111107348,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107349,4,4,3,3,4,5,23,4,3.83333333333333,5,3,0.752772652709081
LOC111107350,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107351,2,2,2,2,2,2,12,2,2,2,2,0
LOC111107352,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107353,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107354,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107355,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107356,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107357,1,2,1,2,2,1,9,1.5,1.5,2,1,0.547722557505166
LOC111107358,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107359,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107360,1,3,2,3,3,2,14,2.5,2.33333333333333,3,1,0.816496580927726
LOC111107361,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107362,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107363,1,1,3,1,3,1,10,1,1.66666666666667,3,1,1.03279555898864
LOC111107364,1,1,3,1,3,1,10,1,1.66666666666667,3,1,1.03279555898864
LOC111107365,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107366,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107367,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107368,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107369,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107370,2,2,1,2,1,1,9,1.5,1.5,2,1,0.547722557505166
LOC111107371,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107372,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107373,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107374,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107375,0,0,0,1,0,1,2,0,0.333333333333333,1,0,0.516397779494322
LOC111107376,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107377,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107378,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107379,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107380,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107381,0,0,0,1,0,0,1,0,0.166666666666667,1,0,0.408248290463863
LOC111107382,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107383,0,0,0,1,0,0,1,0,0.166666666666667,1,0,0.408248290463863
LOC111107384,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107385,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107386,0,1,1,1,0,0,3,0.5,0.5,1,0,0.547722557505166
LOC111107387,2,1,2,3,3,3,14,2.5,2.33333333333333,3,1,0.816496580927726
LOC111107388,1,1,0,1,0,1,4,1,0.666666666666667,1,0,0.516397779494322
LOC111107389,0,1,1,1,1,0,4,1,0.666666666666667,1,0,0.516397779494322
LOC111107390,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107391,0,1,0,1,0,1,3,0.5,0.5,1,0,0.547722557505166
LOC111107392,0,1,0,0,1,0,2,0,0.333333333333333,1,0,0.516397779494322
LOC111107393,3,3,1,3,3,2,15,3,2.5,3,1,0.836660026534076
LOC111107394,2,2,1,1,2,2,10,2,1.66666666666667,2,1,0.516397779494322
LOC111107395,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107396,1,0,0,1,0,0,2,0,0.333333333333333,1,0,0.516397779494322
LOC111107397,0,0,0,0,0,0,0,0,0,0,0,0
LOC111107398,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107399,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107400,0,1,1,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107401,2,2,2,2,2,2,12,2,2,2,2,0
LOC111107402,2,3,1,4,4,2,16,2.5,2.66666666666667,4,1,1.211060141639
LOC111107403,2,1,2,1,1,1,8,1,1.33333333333333,2,1,0.516397779494322
LOC111107404,2,3,2,1,3,2,13,2,2.16666666666667,3,1,0.752772652709081
LOC111107405,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107406,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107407,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107408,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107409,3,3,3,3,4,3,19,3,3.16666666666667,4,3,0.408248290463863
LOC111107410,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107411,1,1,1,1,2,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111107412,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107413,2,2,2,1,1,1,9,1.5,1.5,2,1,0.547722557505166
LOC111107414,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107415,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107416,1,0,0,1,1,0,3,0.5,0.5,1,0,0.547722557505166
LOC111107417,0,0,0,0,1,0,1,0,0.166666666666667,1,0,0.408248290463863
LOC111107418,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107419,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107420,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107421,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107422,2,5,1,4,4,3,19,3.5,3.16666666666667,5,1,1.47196014438797
LOC111107423,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107424,1,2,1,1,1,2,8,1,1.33333333333333,2,1,0.516397779494322
LOC111107425,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107426,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107427,3,2,2,2,3,3,15,2.5,2.5,3,2,0.547722557505166
LOC111107428,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107429,2,1,2,1,2,2,10,2,1.66666666666667,2,1,0.516397779494322
LOC111107430,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107431,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107432,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107433,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107434,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107435,0,0,0,1,0,0,1,0,0.166666666666667,1,0,0.408248290463863
LOC111107436,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107437,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107438,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107439,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107440,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107441,0,1,1,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107442,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107443,3,5,2,4,9,3,26,3.5,4.33333333333333,9,2,2.50333111406914
LOC111107444,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107445,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107446,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107447,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107448,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107449,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107450,1,1,0,1,0,1,4,1,0.666666666666667,1,0,0.516397779494322
LOC111107451,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107452,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107453,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107454,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107455,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107456,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107457,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107458,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107459,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107460,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107461,1,1,0,1,0,0,3,0.5,0.5,1,0,0.547722557505166
LOC111107462,3,5,2,4,7,4,25,4,4.16666666666667,7,2,1.72240142436851
LOC111107463,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107464,1,0,0,1,0,0,2,0,0.333333333333333,1,0,0.516397779494322
LOC111107465,0,0,0,1,1,0,2,0,0.333333333333333,1,0,0.516397779494322
LOC111107466,0,1,1,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107467,1,0,1,1,0,0,3,0.5,0.5,1,0,0.547722557505166
LOC111107468,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107469,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107470,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107471,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107472,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107473,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107474,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107475,0,0,1,0,0,0,1,0,0.166666666666667,1,0,0.408248290463863
LOC111107476,1,1,1,0,1,0,4,1,0.666666666666667,1,0,0.516397779494322
LOC111107477,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107478,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107479,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107480,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107481,1,1,1,2,2,1,8,1,1.33333333333333,2,1,0.516397779494322
LOC111107482,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107483,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107484,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107485,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107486,1,2,1,1,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111107487,1,1,1,2,2,1,8,1,1.33333333333333,2,1,0.516397779494322
LOC111107488,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107489,2,1,1,1,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111107490,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107491,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107492,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107493,3,2,2,3,3,1,14,2.5,2.33333333333333,3,1,0.816496580927726
LOC111107494,1,1,1,1,0,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107495,1,1,0,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107496,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107497,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107498,0,1,0,1,1,0,3,0.5,0.5,1,0,0.547722557505166
LOC111107499,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107500,0,1,0,0,0,1,2,0,0.333333333333333,1,0,0.516397779494322
LOC111107501,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107502,1,1,1,1,1,0,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107503,0,1,1,1,0,1,4,1,0.666666666666667,1,0,0.516397779494322
LOC111107504,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107505,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107506,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107507,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107508,3,2,2,2,2,3,14,2,2.33333333333333,3,2,0.516397779494322
LOC111107509,0,0,1,1,1,1,4,1,0.666666666666667,1,0,0.516397779494322
LOC111107510,1,2,1,1,1,1,7,1,1.16666666666667,2,1,0.408248290463863
LOC111107511,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107512,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107513,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107514,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107515,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107516,0,0,1,1,0,0,2,0,0.333333333333333,1,0,0.516397779494322
LOC111107517,0,0,0,1,0,0,1,0,0.166666666666667,1,0,0.408248290463863
LOC111107518,2,1,1,1,7,3,15,1.5,2.5,7,1,2.34520787991171
LOC111107519,0,1,0,1,0,1,3,0.5,0.5,1,0,0.547722557505166
LOC111107520,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107521,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107522,0,1,0,1,0,1,3,0.5,0.5,1,0,0.547722557505166
LOC111107523,0,0,1,1,0,1,3,0.5,0.5,1,0,0.547722557505166
LOC111107524,0,1,1,1,1,1,5,1,0.833333333333333,1,0,0.408248290463863
LOC111107525,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107526,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107527,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107528,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107529,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107530,1,1,1,1,0,0,4,1,0.666666666666667,1,0,0.516397779494322
LOC111107531,1,0,1,0,0,0,2,0,0.333333333333333,1,0,0.516397779494322
LOC111107532,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107533,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107534,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107535,0,1,1,1,1,0,4,1,0.666666666666667,1,0,0.516397779494322
LOC111107536,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107537,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107538,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107539,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107540,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107541,1,1,1,1,0,0,4,1,0.666666666666667,1,0,0.516397779494322
LOC111107542,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107543,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107544,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107545,5,4,3,5,7,5,29,5,4.83333333333333,7,3,1.32916013582513
LOC111107546,1,1,1,1,1,1,6,1,1,1,1,0
LOC111107547,1,1,1,1,1,1,6,1,1,1,1,0
