gene_name,controls_max_transcript_counts,exposed_max_transcript_counts,difference
LOC111125927,2,1,1
LOC111125935,2,1,1
LOC111125942,17,19,-2
LOC111125951,2,1,1
LOC111125978,2,3,-1
LOC111125994,2,4,-2
LOC111125999,7,8,-1
LOC111126007,6,7,-1
LOC111126044,0,1,-1
LOC111126094,2,1,1
LOC111126112,3,2,1
LOC111126144,1,2,-1
LOC111126161,8,9,-1
LOC111126169,3,2,1
LOC111126172,3,4,-1
LOC111126180,2,1,1
LOC111126215,2,3,-1
LOC111126221,1,2,-1
LOC111126223,4,3,1
LOC111126232,2,1,1
LOC111126252,4,5,-1
LOC111126293,3,2,1
LOC111126302,3,4,-1
LOC111126309,3,2,1
LOC111126352,14,10,4
LOC111126387,3,2,1
LOC111126399,3,4,-1
LOC111126402,5,6,-1
LOC111126430,1,2,-1
LOC111126443,2,3,-1
LOC111126452,1,2,-1
LOC111126455,13,14,-1
LOC111126457,5,4,1
LOC111126476,1,0,1
LOC111126478,2,3,-1
LOC111126514,3,1,2
LOC111126515,3,4,-1
LOC111126527,3,6,-3
LOC111126530,1,2,-1
LOC111126541,1,2,-1
LOC111126542,1,2,-1
LOC111126549,3,4,-1
LOC111126552,1,2,-1
LOC111126586,6,7,-1
LOC111126587,7,6,1
LOC111126592,1,2,-1
LOC111126624,6,5,1
LOC111126640,1,0,1
LOC111126649,2,1,1
LOC111126673,8,7,1
LOC111126691,2,1,1
LOC111126693,5,2,3
LOC111126713,1,2,-1
LOC111126715,3,4,-1
LOC111126734,2,1,1
LOC111126760,4,3,1
LOC111126761,6,4,2
LOC111126791,7,6,1
LOC111126805,4,7,-3
LOC111126810,11,12,-1
LOC111126828,16,14,2
LOC111126832,1,2,-1
LOC111126852,1,2,-1
LOC111126853,0,1,-1
LOC111126901,4,3,1
LOC111126914,4,3,1
LOC111126940,1,2,-1
LOC111126993,5,7,-2
LOC111126995,2,1,1
LOC111127043,5,2,3
LOC111127048,5,6,-1
LOC111127049,4,3,1
LOC111127079,4,3,1
LOC111127092,1,0,1
LOC111127097,3,2,1
LOC111127111,1,2,-1
LOC111127139,4,3,1
LOC111127141,0,1,-1
LOC111127145,4,3,1
LOC111127166,2,4,-2
LOC111127193,3,4,-1
LOC111127211,2,1,1
LOC111127212,2,1,1
LOC111127236,2,1,1
LOC111127307,0,1,-1
LOC111127310,6,3,3
LOC111127311,3,2,1
LOC111127316,3,2,1
LOC111127340,1,0,1
LOC111127343,5,6,-1
LOC111127351,7,8,-1
LOC111127377,1,2,-1
LOC111127378,1,2,-1
LOC111127379,1,2,-1
LOC111127408,1,2,-1
LOC111127413,3,2,1
LOC111127414,4,3,1
LOC111127487,6,4,2
LOC111127569,3,2,1
LOC111127570,2,1,1
LOC111127572,1,2,-1
LOC111127590,2,3,-1
LOC111127600,1,2,-1
LOC111127631,1,0,1
LOC111127640,1,2,-1
LOC111127642,4,5,-1
LOC111127733,2,1,1
LOC111127755,2,1,1
LOC111127764,2,1,1
LOC111127765,3,2,1
LOC111127808,3,2,1
LOC111127823,2,1,1
LOC111127826,3,4,-1
LOC111127846,4,5,-1
LOC111127862,6,5,1
LOC111127906,8,10,-2
LOC111127908,3,2,1
LOC111127975,7,6,1
LOC111127981,15,14,1
LOC111127992,3,2,1
LOC111128026,2,3,-1
LOC111128029,8,9,-1
LOC111128032,1,2,-1
LOC111128034,4,3,1
LOC111128040,5,4,1
LOC111128085,13,11,2
LOC111128093,7,4,3
LOC111128099,3,4,-1
LOC111128112,2,1,1
LOC111128150,5,3,2
LOC111128163,1,2,-1
LOC111128224,2,1,1
LOC111128242,3,2,1
LOC111128244,11,8,3
LOC111128257,0,1,-1
LOC111128261,0,1,-1
LOC111128281,3,2,1
LOC111128350,3,4,-1
LOC111128368,1,2,-1
LOC111128380,1,2,-1
LOC111128385,1,2,-1
LOC111128401,1,2,-1
LOC111128424,2,3,-1
LOC111128432,4,3,1
LOC111128437,3,2,1
LOC111128531,7,5,2
LOC111128533,8,7,1
LOC111128644,2,1,1
LOC111128647,1,2,-1
LOC111128656,4,3,1
LOC111128657,1,2,-1
LOC111128660,4,3,1
LOC111128668,1,2,-1
LOC111128698,9,7,2
LOC111128703,1,2,-1
LOC111128713,3,2,1
LOC111128721,7,6,1
LOC111128722,3,6,-3
LOC111128725,3,4,-1
LOC111128746,9,6,3
LOC111128761,3,2,1
LOC111128771,1,2,-1
LOC111128803,10,9,1
LOC111128814,2,1,1
LOC111128838,5,4,1
LOC111128871,11,9,2
LOC111128873,3,4,-1
LOC111128878,8,7,1
LOC111128883,18,16,2
LOC111128898,2,3,-1
LOC111128913,5,4,1
LOC111128914,2,1,1
LOC111128917,2,1,1
LOC111128933,8,7,1
LOC111128979,11,10,1
LOC111128990,5,4,1
LOC111129023,4,3,1
LOC111129033,1,2,-1
LOC111129041,2,1,1
LOC111129043,1,2,-1
LOC111129045,1,2,-1
LOC111129076,3,4,-1
LOC111129085,1,2,-1
LOC111129088,14,15,-1
LOC111129092,6,5,1
LOC111129093,3,4,-1
LOC111129094,5,6,-1
LOC111129123,1,2,-1
LOC111129131,8,5,3
LOC111129162,20,17,3
LOC111129163,5,4,1
LOC111129177,8,9,-1
LOC111129191,3,4,-1
LOC111129198,2,1,1
LOC111129230,0,2,-2
LOC111129252,5,3,2
LOC111129267,5,3,2
LOC111129269,6,5,1
LOC111129318,0,1,-1
LOC111129334,7,6,1
LOC111129337,3,2,1
LOC111129348,6,5,1
LOC111129352,6,5,1
LOC111129367,2,1,1
LOC111129376,4,5,-1
LOC111129393,1,2,-1
LOC111129397,3,2,1
LOC111129431,3,2,1
LOC111129449,1,2,-1
LOC111129459,5,2,3
LOC111129471,2,1,1
LOC111129473,3,1,2
LOC111129478,5,4,1
LOC111129480,2,1,1
LOC111129499,5,6,-1
LOC111129512,10,13,-3
LOC111129539,2,3,-1
LOC111129693,6,5,1
LOC111129899,9,8,1
LOC111129906,3,2,1
LOC111129912,4,3,1
LOC111129914,2,3,-1
LOC111129917,2,1,1
LOC111129930,2,3,-1
LOC111129967,6,5,1
LOC111129974,1,2,-1
LOC111129975,23,22,1
LOC111130038,5,4,1
LOC111130063,4,3,1
LOC111130111,6,4,2
LOC111130114,2,3,-1
LOC111130125,4,6,-2
LOC111130153,2,3,-1
LOC111130159,2,1,1
LOC111130168,2,4,-2
LOC111130179,3,2,1
LOC111130194,6,7,-1
LOC111130197,1,2,-1
LOC111130203,4,3,1
LOC111130209,4,3,1
LOC111130249,4,3,1
LOC111130250,4,3,1
LOC111130286,5,6,-1
LOC111130297,23,30,-7
LOC111130306,4,3,1
LOC111130316,3,2,1
LOC111130317,2,3,-1
LOC111130323,6,4,2
LOC111130332,6,5,1
LOC111130338,9,8,1
LOC111130340,3,4,-1
LOC111130343,7,6,1
LOC111130345,6,4,2
LOC111130351,3,4,-1
LOC111130353,18,15,3
LOC111130369,5,7,-2
LOC111130379,1,2,-1
LOC111130380,1,2,-1
LOC111130384,5,4,1
LOC111130387,2,3,-1
LOC111130388,2,1,1
LOC111130389,3,4,-1
LOC111130398,7,6,1
LOC111130400,2,3,-1
LOC111130408,4,5,-1
LOC111130414,2,1,1
LOC111130487,13,15,-2
LOC111130518,4,3,1
LOC111130578,1,2,-1
LOC111130579,4,3,1
LOC111130597,2,1,1
LOC111130631,0,1,-1
LOC111130648,2,3,-1
LOC111130649,1,2,-1
LOC111130651,4,6,-2
LOC111130652,2,1,1
LOC111130673,7,5,2
LOC111130676,5,3,2
LOC111130695,3,4,-1
LOC111130704,9,8,1
LOC111130720,3,2,1
LOC111130739,4,3,1
LOC111130781,2,1,1
LOC111130839,4,5,-1
LOC111130845,2,3,-1
LOC111130866,2,1,1
LOC111130892,2,3,-1
LOC111130930,2,1,1
LOC111130943,2,3,-1
LOC111130951,7,8,-1
LOC111130955,1,2,-1
LOC111130964,1,2,-1
LOC111131031,3,4,-1
LOC111131080,4,5,-1
LOC111131099,16,17,-1
LOC111131114,2,1,1
LOC111131137,3,2,1
LOC111131147,14,15,-1
LOC111131173,1,2,-1
LOC111131199,2,1,1
LOC111131201,2,1,1
LOC111131232,10,9,1
LOC111131237,1,2,-1
LOC111131249,2,1,1
LOC111131265,4,2,2
LOC111131266,9,7,2
LOC111131279,3,2,1
LOC111131294,3,1,2
LOC111131301,13,12,1
LOC111131305,2,1,1
LOC111131308,1,2,-1
LOC111131354,1,2,-1
LOC111131395,3,4,-1
LOC111131396,3,2,1
LOC111131397,5,4,1
LOC111131418,8,9,-1
LOC111131430,2,1,1
LOC111131437,16,17,-1
LOC111131447,5,4,1
LOC111131452,1,2,-1
LOC111131466,4,2,2
LOC111131490,4,2,2
LOC111131505,12,11,1
LOC111131522,2,3,-1
LOC111131525,2,3,-1
LOC111131547,3,2,1
LOC111131563,16,14,2
LOC111131629,1,2,-1
LOC111131652,1,2,-1
LOC111131661,8,6,2
LOC111131689,1,2,-1
LOC111131737,1,2,-1
LOC111131767,4,3,1
LOC111131789,2,1,1
LOC111131793,1,2,-1
LOC111131805,8,7,1
LOC111131824,1,3,-2
LOC111131846,1,2,-1
LOC111131871,20,18,2
LOC111131872,5,4,1
LOC111131963,5,4,1
LOC111132089,1,3,-2
LOC111132100,3,1,2
LOC111132115,4,6,-2
LOC111132178,7,6,1
LOC111132200,4,3,1
LOC111132201,2,1,1
LOC111132213,6,4,2
LOC111132253,0,1,-1
LOC111132269,3,2,1
LOC111132299,4,2,2
LOC111132366,1,2,-1
LOC111132400,0,1,-1
LOC111132409,6,5,1
LOC111132603,3,2,1
LOC111132662,0,1,-1
LOC111132663,2,1,1
LOC111132725,0,1,-1
LOC111132726,2,1,1
LOC111132812,3,2,1
LOC111132824,1,2,-1
LOC111132848,4,3,1
LOC111132856,6,3,3
LOC111132865,10,8,2
LOC111132867,1,2,-1
LOC111132879,8,9,-1
LOC111132892,2,3,-1
LOC111132899,2,1,1
LOC111132922,22,14,8
LOC111132924,10,8,2
LOC111132926,2,3,-1
LOC111132939,5,6,-1
LOC111132950,3,2,1
LOC111132966,14,13,1
LOC111132985,8,9,-1
LOC111132988,4,5,-1
LOC111132993,2,1,1
LOC111132994,2,3,-1
LOC111133009,5,6,-1
LOC111133062,7,8,-1
LOC111133082,1,2,-1
LOC111133088,1,2,-1
LOC111133089,3,2,1
LOC111133102,2,1,1
LOC111133106,6,5,1
LOC111133175,2,1,1
LOC111133185,2,1,1
LOC111133200,1,2,-1
LOC111133218,5,6,-1
LOC111133231,2,3,-1
LOC111133280,4,3,1
LOC111133281,10,8,2
LOC111133282,7,6,1
LOC111133286,1,2,-1
LOC111133287,1,2,-1
LOC111133292,1,2,-1
LOC111133302,2,3,-1
LOC111133308,1,2,-1
LOC111133311,2,3,-1
LOC111133319,1,2,-1
LOC111133321,1,0,1
LOC111133325,0,1,-1
LOC111133350,10,12,-2
LOC111133362,0,1,-1
LOC111133367,1,2,-1
LOC111133383,2,3,-1
LOC111133392,4,3,1
LOC111133393,2,1,1
LOC111133394,3,4,-1
LOC111133403,13,15,-2
LOC111133421,4,7,-3
LOC111133422,3,2,1
LOC111133441,4,3,1
LOC111133443,5,4,1
LOC111133454,1,0,1
LOC111133461,2,1,1
LOC111133470,1,2,-1
LOC111133490,2,1,1
LOC111133506,7,8,-1
LOC111133517,2,3,-1
LOC111133551,2,1,1
LOC111133553,1,2,-1
LOC111133573,3,4,-1
LOC111133578,3,4,-1
LOC111133581,1,2,-1
LOC111133600,4,3,1
LOC111133630,1,2,-1
LOC111133632,1,2,-1
LOC111133637,2,1,1
LOC111133643,2,1,1
LOC111133656,3,4,-1
LOC111133663,2,1,1
LOC111133666,28,18,10
LOC111133692,5,4,1
LOC111133698,3,2,1
LOC111133730,2,1,1
LOC111133813,1,2,-1
LOC111133833,3,4,-1
LOC111133835,2,3,-1
LOC111133844,2,3,-1
LOC111133859,1,2,-1
LOC111133878,2,1,1
LOC111133891,10,7,3
LOC111133916,2,1,1
LOC111134006,3,4,-1
LOC111134014,1,2,-1
LOC111134030,4,3,1
LOC111134047,6,5,1
LOC111134076,5,4,1
LOC111134093,6,5,1
LOC111134130,0,1,-1
LOC111134139,4,3,1
LOC111134194,1,0,1
LOC111134221,2,1,1
LOC111134228,2,3,-1
LOC111134229,3,4,-1
LOC111134237,5,4,1
LOC111134239,7,6,1
LOC111134253,2,3,-1
LOC111134256,6,5,1
LOC111134261,2,1,1
LOC111134267,3,4,-1
LOC111134302,1,2,-1
LOC111134304,4,5,-1
LOC111134309,3,4,-1
LOC111134319,4,1,3
LOC111134349,1,2,-1
LOC111134365,2,1,1
LOC111134403,1,2,-1
LOC111134429,1,2,-1
LOC111134465,6,5,1
LOC111134468,5,6,-1
LOC111134469,2,1,1
LOC111134473,8,10,-2
LOC111134486,1,2,-1
LOC111134488,2,1,1
LOC111134494,2,1,1
LOC111134495,1,0,1
LOC111134504,1,2,-1
LOC111134507,2,3,-1
LOC111134534,4,3,1
LOC111134552,2,1,1
LOC111134572,13,10,3
LOC111134597,2,3,-1
LOC111134604,1,2,-1
LOC111134619,2,3,-1
LOC111134623,3,2,1
LOC111134624,3,2,1
LOC111134633,16,15,1
LOC111134677,2,3,-1
LOC111134686,6,5,1
LOC111134694,5,6,-1
LOC111134702,9,8,1
LOC111134711,4,3,1
LOC111134737,11,12,-1
LOC111134772,16,17,-1
LOC111134775,5,3,2
LOC111134784,1,3,-2
LOC111134790,11,13,-2
LOC111134801,2,1,1
LOC111134802,2,3,-1
LOC111134804,5,4,1
LOC111134809,2,3,-1
LOC111134842,4,6,-2
LOC111134843,10,11,-1
LOC111134847,1,2,-1
LOC111134855,7,8,-1
LOC111134858,9,10,-1
LOC111134872,6,5,1
LOC111134876,6,5,1
LOC111134909,2,1,1
LOC111134924,1,2,-1
LOC111134926,2,1,1
LOC111134928,13,7,6
LOC111134935,6,4,2
LOC111134937,1,2,-1
LOC111134950,6,7,-1
LOC111134958,2,1,1
LOC111134966,7,6,1
LOC111134976,2,3,-1
LOC111134979,2,3,-1
LOC111134994,1,2,-1
LOC111134996,5,6,-1
LOC111134998,7,5,2
LOC111135012,1,2,-1
LOC111135021,3,1,2
LOC111135030,2,1,1
LOC111135045,2,1,1
LOC111135096,2,3,-1
LOC111135135,15,14,1
LOC111135145,1,2,-1
LOC111135152,5,4,1
LOC111135171,26,23,3
LOC111135181,3,2,1
LOC111135188,1,2,-1
LOC111135209,8,7,1
LOC111135216,4,3,1
LOC111135226,4,5,-1
LOC111135233,1,2,-1
LOC111135239,3,4,-1
LOC111135253,7,6,1
LOC111135259,2,3,-1
LOC111135267,3,2,1
LOC111135268,0,1,-1
LOC111135289,2,1,1
LOC111135302,2,1,1
LOC111135322,2,3,-1
LOC111135347,3,2,1
LOC111135350,7,8,-1
LOC111135377,1,3,-2
LOC111135409,4,3,1
LOC111135443,5,4,1
LOC111135463,8,4,4
LOC111135471,3,4,-1
LOC111135477,8,6,2
LOC111135481,1,0,1
LOC111135483,1,0,1
LOC111135500,2,3,-1
LOC111135516,1,2,-1
LOC111135541,8,7,1
LOC111135559,7,9,-2
LOC111135569,9,6,3
LOC111135576,2,1,1
LOC111135588,7,8,-1
LOC111135590,2,1,1
LOC111135602,2,3,-1
LOC111135633,3,2,1
LOC111135637,7,8,-1
LOC111135647,3,1,2
LOC111135689,4,5,-1
LOC111135721,6,5,1
LOC111135743,1,2,-1
LOC111135781,1,2,-1
LOC111135787,3,4,-1
LOC111135790,7,6,1
LOC111135792,6,7,-1
LOC111135807,1,2,-1
LOC111135825,8,7,1
LOC111135842,4,6,-2
LOC111135873,2,1,1
LOC111135874,1,2,-1
LOC111135875,2,3,-1
LOC111135878,6,5,1
LOC111135890,9,8,1
LOC111135904,5,6,-1
LOC111135911,19,16,3
LOC111135924,0,1,-1
LOC111135928,2,1,1
LOC111135938,1,2,-1
LOC111135955,3,2,1
LOC111135958,2,1,1
LOC111135966,6,5,1
LOC111135967,6,7,-1
LOC111136017,13,12,1
LOC111136020,3,2,1
LOC111136023,2,3,-1
LOC111136024,7,8,-1
LOC111136030,1,2,-1
LOC111136058,4,3,1
LOC111136084,4,5,-1
LOC111136106,10,9,1
LOC111136167,2,1,1
LOC111136183,4,5,-1
LOC111136194,1,0,1
LOC111136200,5,4,1
LOC111136206,3,2,1
LOC111136213,2,3,-1
LOC111136229,5,6,-1
LOC111136258,8,7,1
LOC111136261,13,12,1
LOC111136263,3,6,-3
LOC111136299,4,2,2
LOC111136330,0,1,-1
LOC111136340,16,12,4
LOC111136344,2,1,1
LOC111136354,2,1,1
LOC111136355,2,3,-1
LOC111136382,15,9,6
LOC111136384,1,2,-1
LOC111136398,5,6,-1
LOC111136426,2,3,-1
LOC111136463,5,6,-1
LOC111136524,8,9,-1
LOC111136553,2,4,-2
LOC111136589,5,4,1
LOC111136591,17,15,2
LOC111136595,3,5,-2
LOC111136609,6,5,1
LOC111136612,1,2,-1
LOC111136616,4,3,1
LOC111136638,5,6,-1
LOC111136641,6,3,3
LOC111136647,1,2,-1
LOC111136649,10,9,1
LOC111136658,2,3,-1
LOC111136669,10,9,1
LOC111136671,1,2,-1
LOC111136691,10,11,-1
LOC111136699,5,6,-1
LOC111136715,2,3,-1
LOC111136719,1,2,-1
LOC111136735,4,3,1
LOC111136800,6,5,1
LOC111136803,2,1,1
LOC111136832,1,2,-1
LOC111136853,2,1,1
LOC111136867,3,4,-1
LOC111136891,10,9,1
LOC111136925,3,4,-1
LOC111136944,1,2,-1
LOC111136957,1,2,-1
LOC111136962,4,2,2
LOC111136965,1,2,-1
LOC111136972,2,3,-1
LOC111136982,1,2,-1
LOC111136986,11,12,-1
LOC111137000,7,4,3
LOC111137025,1,2,-1
LOC111137059,7,6,1
LOC111137072,2,3,-1
LOC111137074,1,2,-1
LOC111137075,2,1,1
LOC111137093,3,2,1
LOC111137094,7,6,1
LOC111137107,2,1,1
LOC111137133,4,3,1
LOC111137161,1,2,-1
LOC111137176,3,2,1
LOC111137182,16,11,5
LOC111137190,3,2,1
LOC111137220,1,3,-2
LOC111137238,2,1,1
LOC111137281,1,2,-1
LOC111137282,1,2,-1
LOC111137285,2,1,1
LOC111137345,3,2,1
LOC111137351,3,2,1
LOC111137408,1,2,-1
LOC111137409,2,3,-1
LOC111137439,3,2,1
LOC111137464,3,2,1
LOC111137471,2,1,1
LOC111137474,1,2,-1
LOC111137522,7,6,1
LOC111137554,4,3,1
LOC111137557,3,2,1
LOC111137574,2,3,-1
LOC111137583,3,2,1
LOC111137587,2,1,1
LOC111137600,1,2,-1
LOC111137612,1,4,-3
LOC111137618,3,2,1
LOC111137636,1,2,-1
LOC111137642,0,1,-1
LOC111137654,3,2,1
LOC111137658,3,2,1
LOC111137675,9,11,-2
LOC111137705,1,2,-1
LOC111137707,1,2,-1
LOC111137709,2,1,1
LOC111137715,2,1,1
LOC111137727,14,12,2
LOC111137738,1,2,-1
LOC111137741,1,2,-1
LOC111137742,3,4,-1
LOC111137767,2,1,1
LOC111137773,1,2,-1
LOC111137784,2,3,-1
LOC111137788,1,2,-1
LOC111137826,2,1,1
LOC111137854,1,2,-1
LOC111137855,2,1,1
LOC111137862,2,1,1
LOC111137874,2,1,1
LOC111137904,1,2,-1
LOC111137946,2,1,1
LOC111137947,11,10,1
LOC111138031,9,10,-1
LOC111138032,6,5,1
LOC111138041,4,3,1
LOC111138069,4,5,-1
LOC111138072,1,2,-1
LOC111138093,2,3,-1
LOC111138101,1,2,-1
LOC111138104,3,2,1
LOC111138112,7,8,-1
LOC111138114,1,2,-1
LOC111138116,2,1,1
LOC111138121,1,2,-1
LOC111138152,1,2,-1
LOC111138154,1,2,-1
LOC111138158,2,3,-1
LOC111138164,1,2,-1
LOC111138186,2,1,1
LOC111138215,1,2,-1
LOC111138218,1,2,-1
LOC111138293,3,2,1
LOC111138309,1,2,-1
LOC111138314,21,15,6
LOC111138319,9,8,1
LOC111138335,1,2,-1
LOC111138346,2,1,1
LOC111138434,3,2,1
LOC111138436,1,2,-1
LOC111138456,2,1,1
LOC111138462,6,4,2
LOC111138466,4,5,-1
LOC111138483,5,4,1
LOC111138492,2,1,1
LOC111138501,1,2,-1
Trnaa-cgc,10,11,-1
Trnai-uau,4,5,-1
Trnak-cuu,27,29,-2
Trnak-uuu,30,31,-1
Trnam-cau,24,27,-3
Trnar-ccu,28,30,-2
Trnay-gua,5,8,-3
