gene_name,control_females_max_transcript_counts,exposed_females_max_transcript_counts,difference
LOC111116003,0,4,-4
LOC111116010,1,0,1
LOC111116011,2,1,1
LOC111116017,2,4,-2
LOC111116037,2,1,1
LOC111116048,1,0,1
LOC111116053,3,0,3
LOC111116055,1,0,1
LOC111116056,3,2,1
LOC111116061,1,0,1
LOC111116063,1,0,1
LOC111116084,1,2,-1
LOC111116088,5,3,2
LOC111116098,6,4,2
LOC111116103,2,1,1
LOC111116105,1,0,1
LOC111116110,2,1,1
LOC111116114,1,0,1
LOC111116117,0,1,-1
LOC111116119,2,0,2
LOC111116124,4,3,1
LOC111116127,1,0,1
LOC111116128,4,2,2
LOC111116147,1,0,1
LOC111116156,3,4,-1
LOC111116175,0,1,-1
LOC111116193,1,2,-1
LOC111116201,1,2,-1
LOC111116212,0,1,-1
LOC111116218,2,1,1
LOC111116220,3,2,1
LOC111116228,0,1,-1
LOC111116242,0,1,-1
LOC111116244,0,1,-1
LOC111116258,2,1,1
LOC111116303,1,0,1
LOC111116496,1,0,1
LOC111116502,0,1,-1
LOC111116507,0,1,-1
LOC111116517,0,1,-1
LOC111116550,1,0,1
LOC111116552,1,0,1
LOC111116565,0,1,-1
LOC111116622,3,2,1
LOC111116624,0,1,-1
LOC111116626,1,2,-1
LOC111116632,2,1,1
LOC111116633,2,1,1
LOC111116638,1,0,1
LOC111116665,3,4,-1
LOC111116681,0,1,-1
LOC111116696,1,2,-1
LOC111116724,2,1,1
LOC111116730,2,3,-1
LOC111116747,3,6,-3
LOC111116752,6,3,3
LOC111116762,3,1,2
LOC111116769,3,4,-1
LOC111116787,3,2,1
LOC111116790,3,2,1
LOC111116794,2,1,1
LOC111116795,5,3,2
LOC111116803,1,2,-1
LOC111116814,1,3,-2
LOC111116820,1,0,1
LOC111116821,2,1,1
LOC111116828,1,2,-1
LOC111116840,5,3,2
LOC111116845,1,2,-1
LOC111116864,3,1,2
LOC111116869,8,7,1
LOC111116870,3,2,1
LOC111116874,2,1,1
LOC111116875,2,1,1
LOC111116896,0,1,-1
LOC111116899,0,1,-1
LOC111116900,0,1,-1
LOC111116901,0,1,-1
LOC111116907,0,1,-1
LOC111116908,2,3,-1
LOC111116912,2,1,1
LOC111116933,3,2,1
LOC111116934,0,1,-1
LOC111116942,3,1,2
LOC111116945,1,2,-1
LOC111116982,2,1,1
LOC111116986,1,0,1
LOC111116991,0,1,-1
LOC111117008,0,1,-1
LOC111117027,1,2,-1
LOC111117029,1,2,-1
LOC111117030,1,2,-1
LOC111117035,1,2,-1
LOC111117040,5,3,2
LOC111117047,3,1,2
LOC111117048,1,2,-1
LOC111117051,1,2,-1
LOC111117062,3,2,1
LOC111117064,1,0,1
LOC111117069,2,1,1
LOC111117076,0,1,-1
LOC111117080,0,1,-1
LOC111117104,1,2,-1
LOC111117113,2,1,1
LOC111117117,2,3,-1
LOC111117141,0,1,-1
LOC111117155,0,1,-1
LOC111117205,4,3,1
LOC111117207,5,4,1
LOC111117231,0,1,-1
LOC111117272,1,0,1
LOC111117303,1,2,-1
LOC111117310,4,3,1
LOC111117311,3,2,1
LOC111117316,2,1,1
LOC111117323,2,1,1
LOC111117330,11,10,1
LOC111117340,2,1,1
LOC111117346,3,1,2
LOC111117352,5,6,-1
LOC111117383,1,0,1
LOC111117385,3,4,-1
LOC111117400,3,4,-1
LOC111117417,15,14,1
LOC111117447,2,1,1
LOC111117454,3,2,1
LOC111117468,3,2,1
LOC111117474,2,1,1
LOC111117475,5,6,-1
LOC111117481,2,1,1
LOC111117491,2,1,1
LOC111117496,5,3,2
LOC111117512,2,1,1
LOC111117533,9,8,1
LOC111117538,1,2,-1
LOC111117559,0,1,-1
LOC111117564,1,0,1
LOC111117570,4,3,1
LOC111117571,2,1,1
LOC111117580,4,2,2
LOC111117584,2,1,1
LOC111117629,2,1,1
LOC111117644,0,1,-1
LOC111117659,2,1,1
LOC111117668,2,1,1
LOC111117671,0,1,-1
LOC111117700,1,2,-1
LOC111117707,1,2,-1
LOC111117735,9,6,3
LOC111117736,5,6,-1
LOC111117739,9,11,-2
LOC111117740,13,14,-1
LOC111117742,8,7,1
LOC111117745,6,5,1
LOC111117749,4,3,1
LOC111117750,4,3,1
LOC111117755,7,5,2
LOC111117771,2,3,-1
LOC111117802,2,1,1
LOC111117813,3,2,1
LOC111117833,1,2,-1
LOC111117839,0,1,-1
LOC111117881,2,1,1
LOC111117902,3,1,2
LOC111117926,3,2,1
LOC111117928,6,5,1
LOC111117930,2,1,1
LOC111117939,1,0,1
LOC111117958,0,1,-1
LOC111117968,4,3,1
LOC111117980,1,2,-1
LOC111117983,2,1,1
LOC111117987,2,1,1
LOC111118008,1,2,-1
LOC111118021,1,0,1
LOC111118022,2,1,1
LOC111118026,9,8,1
LOC111118032,2,1,1
LOC111118035,1,2,-1
LOC111118058,3,2,1
LOC111118116,1,2,-1
LOC111118172,1,2,-1
LOC111118174,2,1,1
LOC111118178,0,1,-1
LOC111118203,2,3,-1
LOC111118229,2,1,1
LOC111118234,3,4,-1
LOC111118239,10,9,1
LOC111118242,2,1,1
LOC111118257,8,7,1
LOC111118261,1,0,1
LOC111118269,1,2,-1
LOC111118272,3,2,1
LOC111118284,1,2,-1
LOC111118299,1,2,-1
LOC111118391,1,2,-1
LOC111118396,2,1,1
LOC111118399,2,1,1
LOC111118407,15,16,-1
LOC111118423,1,0,1
LOC111118424,3,4,-1
LOC111118432,2,1,1
LOC111118445,2,1,1
LOC111118447,2,3,-1
LOC111118449,3,4,-1
LOC111118458,2,1,1
LOC111118462,1,2,-1
LOC111118463,6,5,1
LOC111118470,1,3,-2
LOC111118486,3,2,1
LOC111118558,12,9,3
LOC111118570,7,6,1
LOC111118577,2,1,1
LOC111118578,2,1,1
LOC111118579,2,1,1
LOC111118584,2,1,1
LOC111118614,3,2,1
LOC111118622,2,3,-1
LOC111118639,0,1,-1
LOC111118654,7,8,-1
LOC111118657,2,3,-1
LOC111118672,3,2,1
LOC111118674,1,0,1
LOC111118684,6,7,-1
LOC111118691,1,2,-1
LOC111118695,2,1,1
LOC111118726,2,1,1
LOC111118732,1,2,-1
LOC111118736,1,0,1
LOC111118737,6,7,-1
LOC111118778,2,1,1
LOC111118784,0,1,-1
LOC111118785,0,1,-1
LOC111118802,2,1,1
LOC111118818,3,4,-1
LOC111118821,0,1,-1
LOC111118823,9,8,1
LOC111118837,0,1,-1
LOC111118843,23,21,2
LOC111118884,2,1,1
LOC111118900,1,2,-1
LOC111118906,3,4,-1
LOC111118929,0,1,-1
LOC111118944,7,6,1
LOC111118991,1,0,1
LOC111118992,13,12,1
LOC111118998,1,0,1
LOC111119008,19,13,6
LOC111119012,5,2,3
LOC111119016,5,3,2
LOC111119021,5,4,1
LOC111119030,4,3,1
LOC111119033,5,4,1
LOC111119124,11,10,1
LOC111119141,1,2,-1
LOC111119143,2,3,-1
LOC111119151,4,5,-1
LOC111119193,1,2,-1
LOC111119197,11,2,9
LOC111119220,5,6,-1
LOC111119226,8,7,1
LOC111119227,1,2,-1
LOC111119235,7,4,3
LOC111119267,4,3,1
LOC111119273,1,2,-1
LOC111119297,11,9,2
LOC111119298,2,3,-1
LOC111119299,2,1,1
LOC111119301,1,2,-1
LOC111119302,2,3,-1
LOC111119310,2,1,1
LOC111119319,4,6,-2
LOC111119326,3,2,1
LOC111119329,1,0,1
LOC111119334,2,3,-1
LOC111119335,1,0,1
LOC111119344,1,0,1
LOC111119355,3,2,1
LOC111119356,2,1,1
LOC111119371,7,6,1
LOC111119374,2,3,-1
LOC111119376,5,6,-1
LOC111119387,2,1,1
LOC111119414,2,1,1
LOC111119420,2,3,-1
LOC111119422,22,17,5
LOC111119423,1,0,1
LOC111119426,12,7,5
LOC111119467,2,3,-1
LOC111119502,2,1,1
LOC111119506,1,2,-1
LOC111119530,10,9,1
LOC111119532,7,8,-1
LOC111119534,1,2,-1
LOC111119546,2,1,1
LOC111119547,3,2,1
LOC111119562,5,4,1
LOC111119571,12,9,3
LOC111119574,7,6,1
LOC111119580,2,1,1
LOC111119582,5,3,2
LOC111119603,3,2,1
LOC111119607,6,4,2
LOC111119616,5,6,-1
LOC111119620,6,7,-1
LOC111119621,10,9,1
LOC111119643,6,5,1
LOC111119644,4,3,1
LOC111119680,4,2,2
LOC111119681,4,3,1
LOC111119705,2,1,1
LOC111119720,2,3,-1
LOC111119727,5,6,-1
LOC111119733,8,9,-1
LOC111119763,2,1,1
LOC111119770,2,1,1
LOC111119783,2,1,1
LOC111119787,1,2,-1
LOC111119792,2,1,1
LOC111119793,1,2,-1
LOC111119794,3,2,1
LOC111119800,3,2,1
LOC111119817,5,6,-1
LOC111119819,2,3,-1
LOC111119829,2,1,1
LOC111119843,1,2,-1
LOC111119859,6,7,-1
LOC111119866,5,4,1
LOC111119867,5,3,2
LOC111119902,0,1,-1
LOC111119925,3,1,2
LOC111119977,1,2,-1
LOC111119997,3,2,1
LOC111120008,4,3,1
LOC111120015,2,3,-1
LOC111120018,8,7,1
LOC111120027,3,2,1
LOC111120045,3,2,1
LOC111120061,0,1,-1
LOC111120068,5,3,2
LOC111120071,3,2,1
LOC111120077,3,4,-1
LOC111120097,1,0,1
LOC111120100,3,2,1
LOC111120106,3,2,1
LOC111120125,5,4,1
LOC111120163,0,1,-1
LOC111120198,1,0,1
LOC111120213,1,0,1
LOC111120239,1,0,1
LOC111120242,0,1,-1
LOC111120244,3,2,1
LOC111120262,6,7,-1
LOC111120289,1,0,1
LOC111120300,1,0,1
LOC111120329,0,1,-1
LOC111120367,0,1,-1
LOC111120378,1,0,1
LOC111120381,2,1,1
LOC111120403,1,0,1
LOC111120423,1,0,1
LOC111120428,0,1,-1
LOC111120458,2,1,1
LOC111120464,1,0,1
LOC111120465,1,0,1
LOC111120466,2,1,1
LOC111120467,2,3,-1
LOC111120470,2,1,1
LOC111120472,2,1,1
LOC111120479,4,3,1
LOC111120485,4,3,1
LOC111120487,1,2,-1
LOC111120510,3,2,1
LOC111120548,2,1,1
LOC111120563,3,2,1
LOC111120588,3,2,1
LOC111120593,8,6,2
LOC111120594,6,5,1
LOC111120598,7,6,1
LOC111120610,5,2,3
LOC111120635,2,1,1
LOC111120642,3,2,1
LOC111120646,6,5,1
LOC111120657,11,7,4
LOC111120658,2,1,1
LOC111120683,2,1,1
LOC111120684,3,4,-1
LOC111120689,3,1,2
LOC111120692,3,2,1
LOC111120727,3,2,1
LOC111120729,3,2,1
LOC111120749,4,3,1
LOC111120759,13,9,4
LOC111120761,4,6,-2
LOC111120778,5,6,-1
LOC111120789,2,1,1
LOC111120796,4,2,2
LOC111120802,1,2,-1
LOC111120805,5,4,1
LOC111120819,1,2,-1
LOC111120824,3,4,-1
LOC111120846,3,2,1
LOC111120857,1,2,-1
LOC111120859,0,1,-1
LOC111120874,8,7,1
LOC111120921,5,4,1
LOC111120933,3,4,-1
LOC111120967,6,4,2
LOC111120969,4,5,-1
LOC111121030,3,2,1
LOC111121068,7,6,1
LOC111121073,8,7,1
LOC111121141,4,5,-1
LOC111121152,1,2,-1
LOC111121172,2,1,1
LOC111121184,20,16,4
LOC111121186,5,3,2
LOC111121193,1,2,-1
LOC111121214,1,2,-1
LOC111121220,3,2,1
LOC111121258,2,1,1
LOC111121278,1,3,-2
LOC111121291,2,3,-1
LOC111121298,2,3,-1
LOC111121305,1,2,-1
LOC111121311,3,2,1
LOC111121313,11,12,-1
LOC111121331,2,1,1
LOC111121332,1,2,-1
LOC111121344,1,2,-1
LOC111121353,2,1,1
LOC111121354,2,1,1
LOC111121356,1,2,-1
LOC111121381,3,2,1
LOC111121396,1,2,-1
LOC111121405,7,4,3
LOC111121411,2,1,1
LOC111121412,3,1,2
LOC111121417,3,4,-1
LOC111121420,5,4,1
LOC111121445,2,0,2
LOC111121454,1,2,-1
LOC111121458,1,2,-1
LOC111121512,2,1,1
LOC111121521,3,2,1
LOC111121523,4,5,-1
LOC111121535,3,1,2
LOC111121537,1,3,-2
LOC111121565,3,4,-1
LOC111121570,1,2,-1
LOC111121612,3,1,2
LOC111121634,2,1,1
LOC111121651,1,2,-1
LOC111121668,1,2,-1
LOC111121700,1,2,-1
LOC111121712,5,6,-1
LOC111121733,7,6,1
LOC111121742,1,2,-1
LOC111121743,3,5,-2
LOC111121821,1,0,1
LOC111121839,15,11,4
LOC111121853,2,3,-1
LOC111121855,3,2,1
LOC111121882,2,3,-1
LOC111121901,4,3,1
LOC111121911,3,4,-1
LOC111121921,4,1,3
LOC111121930,2,1,1
LOC111121946,1,2,-1
LOC111121985,0,1,-1
LOC111121992,0,1,-1
LOC111121993,1,2,-1
LOC111121994,2,1,1
LOC111121995,2,1,1
LOC111122008,1,2,-1
LOC111122009,1,0,1
LOC111122047,5,2,3
LOC111122050,2,1,1
LOC111122071,2,3,-1
LOC111122072,6,5,1
LOC111122130,4,3,1
LOC111122144,2,3,-1
LOC111122145,8,9,-1
LOC111122147,1,0,1
LOC111122160,4,3,1
LOC111122167,3,2,1
LOC111122182,0,1,-1
LOC111122189,1,2,-1
LOC111122196,1,0,1
LOC111122205,4,2,2
LOC111122206,2,1,1
LOC111122216,2,1,1
LOC111122240,2,1,1
LOC111122241,2,3,-1
LOC111122267,1,0,1
LOC111122296,6,5,1
LOC111122299,4,2,2
LOC111122300,4,3,1
LOC111122302,1,2,-1
LOC111122304,2,1,1
LOC111122316,29,30,-1
LOC111122324,1,0,1
LOC111122329,7,5,2
LOC111122336,3,1,2
LOC111122342,9,8,1
LOC111122350,7,6,1
LOC111122356,3,1,2
LOC111122363,1,2,-1
LOC111122367,2,1,1
LOC111122373,1,0,1
LOC111122377,5,4,1
LOC111122408,1,2,-1
LOC111122419,4,2,2
LOC111122434,3,2,1
LOC111122458,1,0,1
LOC111122487,1,2,-1
LOC111122496,2,3,-1
LOC111122511,4,3,1
LOC111122521,2,1,1
LOC111122522,4,2,2
LOC111122540,5,7,-2
LOC111122541,2,1,1
LOC111122552,1,2,-1
LOC111122560,0,1,-1
LOC111122586,1,2,-1
LOC111122594,1,2,-1
LOC111122599,4,3,1
LOC111122602,8,7,1
LOC111122616,3,2,1
LOC111122621,2,1,1
LOC111122624,0,1,-1
LOC111122657,3,2,1
LOC111122665,3,2,1
LOC111122670,2,1,1
LOC111122680,2,1,1
LOC111122691,1,0,1
LOC111122706,5,3,2
LOC111122732,4,5,-1
LOC111122751,1,2,-1
LOC111122767,1,0,1
LOC111122769,1,0,1
LOC111122773,24,20,4
LOC111122801,9,7,2
LOC111122803,4,3,1
LOC111122812,0,2,-2
LOC111122828,2,3,-1
LOC111122831,1,2,-1
LOC111122834,2,1,1
LOC111122837,7,6,1
LOC111122844,0,1,-1
LOC111122852,7,8,-1
LOC111122855,2,3,-1
LOC111122864,1,2,-1
LOC111122881,2,1,1
LOC111122884,1,2,-1
LOC111122895,5,4,1
LOC111122912,2,1,1
LOC111122917,2,1,1
LOC111122918,2,1,1
LOC111122951,3,1,2
LOC111122954,1,2,-1
LOC111122990,4,1,3
LOC111122998,8,7,1
LOC111123006,2,1,1
LOC111123016,1,0,1
LOC111123053,1,0,1
LOC111123071,1,0,1
LOC111123075,2,1,1
LOC111123099,2,1,1
LOC111123122,0,1,-1
LOC111123132,4,5,-1
LOC111123135,2,1,1
LOC111123137,2,1,1
LOC111123147,2,1,1
LOC111123164,2,1,1
LOC111123168,4,3,1
LOC111123177,3,1,2
LOC111123218,4,3,1
LOC111123246,1,2,-1
LOC111123247,1,2,-1
LOC111123273,3,2,1
LOC111123294,2,1,1
LOC111123321,1,2,-1
LOC111123324,3,1,2
LOC111123341,2,4,-2
LOC111123342,2,1,1
LOC111123356,1,2,-1
LOC111123361,2,1,1
LOC111123368,1,3,-2
LOC111123402,1,3,-2
LOC111123409,3,4,-1
LOC111123429,1,4,-3
LOC111123430,0,1,-1
LOC111123435,3,2,1
LOC111123460,11,13,-2
LOC111123472,2,1,1
LOC111123480,3,2,1
LOC111123486,2,5,-3
LOC111123493,8,7,1
LOC111123497,4,3,1
LOC111123514,1,2,-1
LOC111123520,1,0,1
LOC111123550,7,0,7
LOC111123556,7,8,-1
LOC111123558,1,3,-2
LOC111123575,6,9,-3
LOC111123618,1,2,-1
LOC111123619,2,1,1
LOC111123630,2,3,-1
LOC111123647,1,2,-1
LOC111123652,1,2,-1
LOC111123661,4,5,-1
LOC111123667,2,1,1
LOC111123685,1,0,1
LOC111123689,1,2,-1
LOC111123691,12,10,2
LOC111123692,5,2,3
LOC111123699,2,1,1
LOC111123721,2,1,1
LOC111123731,4,2,2
LOC111123743,14,10,4
LOC111123745,2,3,-1
LOC111123755,3,1,2
LOC111123756,1,2,-1
LOC111123779,2,1,1
LOC111123780,1,0,1
LOC111123790,7,5,2
LOC111123798,2,1,1
LOC111123802,14,12,2
LOC111123849,9,8,1
LOC111123888,1,3,-2
LOC111123890,27,26,1
LOC111123904,7,5,2
LOC111123905,3,2,1
LOC111123910,15,11,4
LOC111123922,3,1,2
LOC111123926,4,2,2
LOC111123935,2,1,1
LOC111123938,6,4,2
LOC111123943,2,1,1
LOC111123956,2,1,1
LOC111123977,1,0,1
LOC111123979,6,7,-1
LOC111123992,4,3,1
LOC111123993,11,9,2
LOC111123995,3,4,-1
LOC111124002,9,8,1
LOC111124018,6,7,-1
LOC111124022,5,3,2
LOC111124036,11,10,1
LOC111124056,1,0,1
LOC111124124,0,1,-1
LOC111124127,0,1,-1
LOC111124180,0,1,-1
LOC111124272,1,0,1
LOC111124281,0,1,-1
LOC111124370,1,0,1
LOC111124417,1,0,1
LOC111124466,16,20,-4
LOC111124468,3,2,1
LOC111124480,3,2,1
LOC111124486,1,3,-2
LOC111124489,3,5,-2
LOC111124492,2,1,1
LOC111124493,17,4,13
LOC111124494,11,12,-1
LOC111124495,2,1,1
LOC111124497,1,0,1
LOC111124502,3,1,2
LOC111124513,1,2,-1
LOC111124528,3,4,-1
LOC111124554,9,11,-2
LOC111124572,2,1,1
LOC111124602,0,1,-1
LOC111124618,3,4,-1
LOC111124621,5,4,1
LOC111124628,1,0,1
LOC111124632,2,1,1
LOC111124635,3,2,1
LOC111124641,6,7,-1
LOC111124642,19,13,6
LOC111124659,3,2,1
LOC111124662,6,5,1
LOC111124664,1,0,1
LOC111124671,4,3,1
LOC111124674,3,4,-1
LOC111124678,1,2,-1
LOC111124679,1,2,-1
LOC111124680,0,1,-1
LOC111124681,2,1,1
LOC111124682,2,1,1
LOC111124691,1,0,1
LOC111124719,9,6,3
LOC111124729,5,6,-1
LOC111124736,1,0,1
LOC111124737,1,0,1
LOC111124772,4,2,2
LOC111124773,4,5,-1
LOC111124779,2,1,1
LOC111124789,2,1,1
LOC111124808,5,2,3
LOC111124842,3,1,2
LOC111124845,3,2,1
LOC111124857,0,1,-1
LOC111124858,0,1,-1
LOC111124859,4,3,1
LOC111124864,3,2,1
LOC111124870,2,1,1
LOC111124873,3,2,1
LOC111124893,4,5,-1
LOC111124904,11,10,1
LOC111124905,3,4,-1
LOC111124909,4,5,-1
LOC111124917,4,3,1
LOC111124923,1,2,-1
LOC111124933,2,1,1
LOC111124936,2,1,1
LOC111124944,15,16,-1
LOC111124953,4,2,2
LOC111124959,2,1,1
LOC111124962,4,5,-1
LOC111124999,6,5,1
LOC111125000,2,1,1
LOC111125004,6,4,2
LOC111125008,4,2,2
LOC111125027,4,5,-1
LOC111125030,6,7,-1
LOC111125032,8,5,3
LOC111125043,6,5,1
LOC111125082,1,0,1
LOC111125086,3,2,1
LOC111125116,5,6,-1
LOC111125149,1,2,-1
LOC111125151,3,4,-1
LOC111125156,2,1,1
LOC111125161,2,1,1
LOC111125174,2,1,1
LOC111125185,0,1,-1
LOC111125204,5,4,1
LOC111125207,4,2,2
LOC111125208,3,5,-2
LOC111125219,3,2,1
LOC111125230,6,7,-1
LOC111125243,2,3,-1
LOC111125257,0,1,-1
LOC111125263,2,1,1
LOC111125268,3,2,1
LOC111125269,1,0,1
LOC111125313,3,1,2
LOC111125314,5,4,1
LOC111125317,1,3,-2
LOC111125320,21,20,1
LOC111125330,25,23,2
LOC111125338,2,7,-5
LOC111125347,5,4,1
LOC111125351,2,1,1
LOC111125355,4,6,-2
LOC111125365,4,3,1
LOC111125378,2,1,1
LOC111125395,4,3,1
LOC111125411,2,1,1
LOC111125422,1,0,1
LOC111125432,2,1,1
LOC111125436,3,2,1
LOC111125437,8,4,4
LOC111125441,4,5,-1
LOC111125443,5,6,-1
LOC111125448,2,1,1
LOC111125451,2,1,1
LOC111125463,28,27,1
LOC111125464,1,2,-1
LOC111125481,1,3,-2
LOC111125488,4,6,-2
LOC111125490,4,3,1
LOC111125497,0,1,-1
LOC111125504,8,6,2
LOC111125513,3,2,1
LOC111125514,2,3,-1
LOC111125530,1,2,-1
LOC111125535,1,3,-2
LOC111125538,4,5,-1
LOC111125544,6,5,1
LOC111125569,1,2,-1
LOC111125570,4,5,-1
LOC111125577,7,6,1
LOC111125586,1,0,1
LOC111125590,5,3,2
LOC111125594,3,5,-2
LOC111125596,2,1,1
LOC111125608,1,0,1
LOC111125634,6,7,-1
LOC111125656,3,4,-1
LOC111125663,9,7,2
LOC111125677,3,4,-1
LOC111125678,2,0,2
LOC111125688,2,1,1
LOC111125695,2,1,1
LOC111125720,4,3,1
LOC111125722,1,0,1
LOC111125734,2,1,1
LOC111125740,5,3,2
LOC111125764,15,12,3
LOC111125767,4,3,1
LOC111125774,2,3,-1
LOC111125786,3,2,1
LOC111125792,1,2,-1
LOC111125802,9,8,1
LOC111125810,2,3,-1
LOC111125833,13,12,1
LOC111125839,7,8,-1
LOC111125844,1,2,-1
LOC111125851,4,3,1
LOC111125855,2,1,1
LOC111125859,2,3,-1
LOC111125861,2,3,-1
LOC111125881,3,2,1
LOC111125885,5,6,-1
LOC111125897,4,5,-1
LOC111125905,5,6,-1
LOC111125906,10,9,1
LOC111125927,2,1,1
LOC111125935,2,1,1
LOC111125942,17,19,-2
LOC111125947,2,1,1
LOC111125951,2,1,1
LOC111125962,3,2,1
LOC111125971,1,2,-1
LOC111125978,2,3,-1
LOC111125985,3,2,1
LOC111125994,2,4,-2
LOC111125997,2,1,1
LOC111125999,7,8,-1
LOC111126007,6,7,-1
LOC111126021,2,1,1
LOC111126032,3,1,2
LOC111126089,1,0,1
LOC111126091,1,2,-1
LOC111126094,2,1,1
LOC111126112,3,2,1
LOC111126126,1,0,1
LOC111126152,2,1,1
LOC111126169,1,2,-1
LOC111126172,2,4,-2
LOC111126189,2,1,1
LOC111126215,2,3,-1
LOC111126223,4,3,1
LOC111126232,2,1,1
LOC111126248,2,1,1
LOC111126251,5,4,1
LOC111126252,3,4,-1
LOC111126257,3,2,1
LOC111126272,2,1,1
LOC111126293,3,2,1
LOC111126303,2,1,1
LOC111126309,3,2,1
LOC111126326,2,1,1
LOC111126345,3,2,1
LOC111126352,14,10,4
LOC111126380,2,1,1
LOC111126387,3,1,2
LOC111126399,3,4,-1
LOC111126402,5,6,-1
LOC111126407,2,1,1
LOC111126409,4,2,2
LOC111126413,3,1,2
LOC111126421,5,3,2
LOC111126443,2,3,-1
LOC111126452,1,2,-1
LOC111126455,13,14,-1
LOC111126457,5,3,2
LOC111126459,2,1,1
LOC111126476,1,0,1
LOC111126478,2,3,-1
LOC111126488,1,0,1
LOC111126530,1,2,-1
LOC111126542,1,0,1
LOC111126549,3,4,-1
LOC111126552,1,2,-1
LOC111126586,6,7,-1
LOC111126587,7,6,1
LOC111126592,1,2,-1
LOC111126599,3,1,2
LOC111126607,2,1,1
LOC111126615,1,0,1
LOC111126624,6,5,1
LOC111126627,2,1,1
LOC111126640,1,0,1
LOC111126644,1,2,-1
LOC111126649,2,1,1
LOC111126654,2,1,1
LOC111126655,1,0,1
LOC111126671,1,2,-1
LOC111126673,8,7,1
LOC111126685,0,1,-1
LOC111126686,3,2,1
LOC111126691,2,1,1
LOC111126693,5,2,3
LOC111126694,2,3,-1
LOC111126713,1,2,-1
LOC111126715,3,4,-1
LOC111126734,2,1,1
LOC111126745,4,3,1
LOC111126755,0,1,-1
LOC111126760,4,3,1
LOC111126761,6,4,2
LOC111126791,7,6,1
LOC111126810,11,12,-1
LOC111126828,16,14,2
LOC111126832,1,0,1
LOC111126845,2,1,1
LOC111126849,1,0,1
LOC111126850,1,0,1
LOC111126852,1,2,-1
LOC111126856,1,2,-1
LOC111126881,3,2,1
LOC111126898,1,0,1
LOC111126901,4,3,1
LOC111126903,2,3,-1
LOC111126914,4,3,1
LOC111126964,2,1,1
LOC111126993,5,4,1
LOC111126995,2,1,1
LOC111127004,2,3,-1
LOC111127043,5,1,4
LOC111127046,3,2,1
LOC111127048,5,6,-1
LOC111127049,4,2,2
LOC111127063,0,1,-1
LOC111127064,5,3,2
LOC111127066,1,0,1
LOC111127079,4,3,1
LOC111127083,1,0,1
LOC111127092,1,0,1
LOC111127139,4,1,3
LOC111127145,4,3,1
LOC111127180,1,2,-1
LOC111127188,2,1,1
LOC111127193,2,3,-1
LOC111127206,1,0,1
LOC111127211,2,1,1
LOC111127221,2,1,1
LOC111127264,3,2,1
LOC111127287,0,1,-1
LOC111127310,6,3,3
LOC111127311,3,2,1
LOC111127316,3,2,1
LOC111127340,1,0,1
LOC111127343,5,3,2
LOC111127349,1,0,1
LOC111127351,7,8,-1
LOC111127366,3,1,2
LOC111127373,0,1,-1
LOC111127375,1,0,1
LOC111127377,1,2,-1
LOC111127378,1,2,-1
LOC111127379,1,2,-1
LOC111127414,4,3,1
LOC111127461,2,1,1
LOC111127462,2,1,1
LOC111127487,6,3,3
LOC111127491,1,2,-1
LOC111127544,1,0,1
LOC111127545,1,0,1
LOC111127569,3,2,1
LOC111127570,2,1,1
LOC111127572,1,2,-1
LOC111127587,2,3,-1
LOC111127590,2,3,-1
LOC111127604,1,0,1
LOC111127623,0,2,-2
LOC111127640,1,2,-1
LOC111127642,4,5,-1
LOC111127644,4,3,1
LOC111127692,1,0,1
LOC111127733,2,1,1
LOC111127749,3,2,1
LOC111127755,1,0,1
LOC111127765,3,2,1
LOC111127810,2,3,-1
LOC111127823,2,1,1
LOC111127846,4,5,-1
LOC111127852,1,2,-1
LOC111127860,2,1,1
LOC111127862,6,5,1
LOC111127906,8,10,-2
LOC111127908,1,2,-1
LOC111127975,7,6,1
LOC111127981,15,14,1
LOC111127991,3,2,1
LOC111127992,3,2,1
LOC111127993,3,2,1
LOC111127994,4,2,2
LOC111128012,0,1,-1
LOC111128029,8,9,-1
LOC111128033,4,2,2
LOC111128034,4,3,1
LOC111128040,5,4,1
LOC111128067,3,2,1
LOC111128069,2,1,1
LOC111128074,1,3,-2
LOC111128078,2,1,1
LOC111128085,13,11,2
LOC111128093,7,4,3
LOC111128099,3,4,-1
LOC111128120,1,0,1
LOC111128150,5,3,2
LOC111128152,2,1,1
LOC111128163,1,2,-1
LOC111128183,3,2,1
LOC111128195,2,3,-1
LOC111128224,2,1,1
LOC111128230,1,0,1
LOC111128241,1,2,-1
LOC111128242,3,2,1
LOC111128244,11,5,6
LOC111128249,0,1,-1
LOC111128256,3,5,-2
LOC111128261,0,1,-1
LOC111128266,4,3,1
LOC111128277,3,2,1
LOC111128281,1,2,-1
LOC111128313,4,3,1
LOC111128348,1,2,-1
LOC111128356,1,0,1
LOC111128360,3,4,-1
LOC111128368,1,2,-1
LOC111128424,2,3,-1
LOC111128425,4,3,1
LOC111128434,1,0,1
LOC111128437,3,2,1
LOC111128486,2,1,1
LOC111128488,2,1,1
LOC111128494,0,1,-1
LOC111128513,2,1,1
LOC111128531,7,5,2
LOC111128533,8,7,1
LOC111128549,4,3,1
LOC111128600,2,3,-1
LOC111128602,2,1,1
LOC111128618,2,1,1
LOC111128628,2,1,1
LOC111128644,2,1,1
LOC111128645,1,2,-1
LOC111128651,0,1,-1
