gene_name,females_controls_predom_isoform,females_exposed_predom_isoform,males_controls_predom_isoform,males_exposed_predom_isoform
LOC111136731,rna-XM_022487816.1,rna-XM_022487816.1,rna-XM_022487816.1,rna-XM_022487816.1
LOC111136732,rna-XM_022487819.1,rna-XM_022487819.1,rna-XM_022487819.1,rna-XM_022487819.1
LOC111136733,rna-XM_022487820.1,rna-XM_022487820.1,rna-XR_002639782.1,rna-XR_002639782.1
LOC111136734,rna-XM_022487821.1,rna-XM_022487821.1,rna-XM_022487821.1,rna-XM_022487821.1
LOC111136735,rna-XM_022487824.1,rna-XM_022487824.1,rna-XM_022487825.1,rna-XM_022487825.1
LOC111136736,rna-XM_022487828.1,rna-XM_022487828.1,rna-XM_022487828.1,rna-XM_022487828.1
LOC111136737,rna-XM_022487826.1,rna-XM_022487826.1,rna-XM_022487826.1,rna-XM_022487826.1
LOC111136738,rna-XM_022487827.1,rna-XM_022487827.1,rna-XM_022487827.1,rna-XM_022487827.1
LOC111136739,rna-XM_022487829.1,rna-XM_022487829.1,rna-XM_022487829.1,rna-XM_022487829.1
LOC111136740,rna-XM_022487831.1,rna-XM_022487831.1,rna-XM_022487832.1,rna-XM_022487831.1
LOC111136741,rna-XM_022487833.1,rna-XM_022487833.1,rna-XM_022487833.1,rna-XM_022487833.1
LOC111136742,rna-XM_022487834.1,rna-XM_022487834.1,rna-XM_022487834.1,rna-XM_022487834.1
LOC111136743,rna-XM_022487835.1,rna-XM_022487835.1,rna-XM_022487835.1,rna-XM_022487835.1
LOC111136744,rna-XM_022487836.1,rna-XM_022487836.1,rna-XM_022487836.1,rna-XM_022487836.1
LOC111136745,rna-XM_022487840.1,rna-XM_022487840.1,rna-XM_022487840.1,rna-XM_022487840.1
LOC111136746,rna-XM_022487837.1,rna-XM_022487837.1,rna-XM_022487837.1,rna-XM_022487837.1
LOC111136747,rna-XM_022487838.1,rna-XM_022487838.1,rna-XM_022487838.1,rna-XM_022487838.1
LOC111136748,rna-XM_022487839.1,rna-XM_022487839.1,rna-XM_022487839.1,rna-XM_022487839.1
LOC111136749,rna-XM_022487843.1,rna-XM_022487843.1,rna-XM_022487843.1,rna-XM_022487843.1
LOC111136750,rna-XM_022487844.1,rna-XM_022487844.1,rna-XM_022487844.1,rna-XM_022487844.1
LOC111136751,rna-XM_022487846.1,rna-XM_022487846.1,rna-XM_022487846.1,rna-XM_022487846.1
LOC111136752,rna-XM_022487847.1,rna-XM_022487847.1,rna-XM_022487847.1,rna-XM_022487847.1
LOC111136753,rna-XM_022487852.1,rna-XM_022487852.1,rna-XM_022487852.1,rna-XM_022487852.1
LOC111136754,rna-XM_022487849.1,rna-XM_022487849.1,rna-XM_022487849.1,rna-XM_022487849.1
LOC111136755,rna-XM_022487850.1,rna-XM_022487850.1,rna-XM_022487850.1,rna-XM_022487850.1
LOC111136756,rna-XM_022487851.1,rna-XM_022487851.1,rna-XM_022487851.1,rna-XM_022487851.1
LOC111136757,rna-XM_022487853.1,rna-XM_022487853.1,rna-XM_022487853.1,rna-XM_022487853.1
LOC111136758,rna-XM_022487854.1,rna-XM_022487854.1,rna-XM_022487854.1,rna-XM_022487854.1
LOC111136759,rna-XM_022487855.1,rna-XM_022487855.1,rna-XM_022487855.1,rna-XM_022487855.1
LOC111136760,rna-XR_002639785.1,rna-XR_002639785.1,rna-XM_022487856.1,rna-XM_022487858.1
LOC111136761,rna-XM_022487859.1,rna-XM_022487859.1,rna-XM_022487859.1,rna-XM_022487859.1
LOC111136762,rna-XM_022487864.1,rna-XM_022487864.1,rna-XM_022487864.1,rna-XM_022487864.1
LOC111136763,rna-XM_022487860.1,rna-XM_022487860.1,rna-XM_022487860.1,rna-XM_022487860.1
LOC111136764,rna-XM_022487862.1,rna-XM_022487862.1,rna-XM_022487861.1,rna-XM_022487861.1
LOC111136765,rna-XM_022487863.1,rna-XM_022487863.1,rna-XM_022487863.1,rna-XM_022487863.1
LOC111136766,rna-XM_022487865.1,rna-XM_022487865.1,rna-XR_002639786.1,rna-XR_002639786.1
LOC111136767,rna-XM_022487866.1,rna-XM_022487866.1,rna-XM_022487866.1,rna-XM_022487866.1
LOC111136768,rna-XM_022487867.1,rna-XM_022487867.1,rna-XM_022487867.1,rna-XM_022487867.1
LOC111136769,rna-XM_022487868.1,rna-XM_022487868.1,rna-XM_022487868.1,rna-XM_022487868.1
LOC111136770,rna-XM_022487874.1,rna-XM_022487874.1,rna-XM_022487874.1,rna-XM_022487874.1
LOC111136771,rna-XM_022487870.1,rna-XM_022487870.1,rna-XM_022487871.1,rna-XM_022487871.1
LOC111136772,rna-XM_022487873.1,rna-XM_022487873.1,rna-XM_022487873.1,rna-XM_022487873.1
LOC111136773,rna-XM_022487875.1,rna-XM_022487875.1,rna-XM_022487875.1,rna-XM_022487875.1
LOC111136774,rna-XM_022487876.1,rna-XM_022487876.1,rna-XM_022487876.1,rna-XM_022487876.1
LOC111136775,rna-XM_022487877.1,rna-XM_022487877.1,rna-XM_022487877.1,rna-XM_022487877.1
LOC111136776,rna-XM_022487878.1,rna-XM_022487878.1,rna-XM_022487878.1,rna-XM_022487878.1
LOC111136777,rna-XM_022487879.1,rna-XM_022487879.1,rna-XM_022487879.1,rna-XM_022487879.1
LOC111136778,rna-XM_022487880.1,rna-XM_022487880.1,rna-XM_022487880.1,rna-XM_022487880.1
LOC111136779,rna-XM_022487883.1,rna-XM_022487883.1,rna-XM_022487882.1,rna-XM_022487882.1
LOC111136780,rna-XM_022487895.1,rna-XM_022487895.1,rna-XM_022487886.1,rna-XM_022487886.1
LOC111136781,rna-XM_022487884.1,rna-XM_022487884.1,rna-XM_022487884.1,rna-XM_022487884.1
LOC111136782,rna-XM_022487887.1,rna-XM_022487887.1,rna-XM_022487887.1,rna-XM_022487887.1
LOC111136783,rna-XM_022487888.1,rna-XM_022487888.1,rna-XM_022487888.1,rna-XM_022487888.1
LOC111136784,rna-XM_022487889.1,rna-XM_022487889.1,rna-XM_022487889.1,rna-XM_022487889.1
LOC111136785,rna-XM_022487892.1,rna-XM_022487892.1,rna-XM_022487891.1,rna-XM_022487891.1
LOC111136786,rna-XM_022487893.1,rna-XM_022487893.1,rna-XM_022487893.1,rna-XM_022487893.1
LOC111136787,rna-XM_022487894.1,rna-XM_022487894.1,rna-XM_022487894.1,rna-XM_022487894.1
LOC111136788,rna-XR_002639787.1,rna-XR_002639787.1,rna-XR_002639787.1,rna-XR_002639787.1
LOC111136789,rna-XM_022487896.1,rna-XM_022487896.1,rna-XM_022487896.1,rna-XM_022487896.1
LOC111136790,rna-XM_022487898.1,rna-XM_022487898.1,rna-XM_022487898.1,rna-XM_022487898.1
LOC111136791,rna-XM_022487899.1,rna-XM_022487899.1,rna-XM_022487899.1,rna-XM_022487900.1
LOC111136792,rna-XM_022487901.1,rna-XM_022487901.1,rna-XM_022487901.1,rna-XM_022487901.1
LOC111136793,rna-XM_022487902.1,rna-XM_022487902.1,rna-XM_022487902.1,rna-XM_022487902.1
LOC111136794,rna-XM_022487906.1,rna-XM_022487906.1,rna-XM_022487906.1,rna-XM_022487906.1
LOC111136795,rna-XM_022487903.1,rna-XM_022487903.1,rna-XM_022487903.1,rna-XM_022487903.1
LOC111136796,rna-XM_022487904.1,rna-XM_022487904.1,rna-XM_022487904.1,rna-XM_022487904.1
LOC111136797,rna-XM_022487905.1,rna-XM_022487905.1,rna-XM_022487905.1,rna-XM_022487905.1
LOC111136798,rna-XM_022487907.1,rna-XM_022487907.1,rna-XM_022487907.1,rna-XM_022487907.1
LOC111136799,rna-XM_022487908.1,rna-XM_022487908.1,rna-XM_022487909.1,rna-XM_022487909.1
LOC111136800,rna-XM_022487914.1,rna-XM_022487910.1,rna-XM_022487910.1,rna-XM_022487910.1
LOC111136801,rna-XM_022487919.1,rna-XM_022487919.1,rna-XM_022487936.1,rna-XM_022487936.1
LOC111136802,rna-XM_022487918.1,rna-XM_022487918.1,rna-XM_022487918.1,rna-XM_022487918.1
LOC111136803,rna-XM_022487920.1,rna-XM_022487920.1,rna-XM_022487920.1,rna-XM_022487920.1
LOC111136804,rna-XM_022487922.1,rna-XM_022487922.1,rna-XM_022487922.1,rna-XM_022487922.1
LOC111136805,rna-XM_022487923.1,rna-XM_022487923.1,rna-XM_022487923.1,rna-XM_022487923.1
LOC111136806,rna-XM_022487924.1,rna-XM_022487924.1,rna-XM_022487924.1,rna-XM_022487924.1
LOC111136807,rna-XM_022487927.1,rna-XM_022487927.1,rna-XM_022487925.1,rna-XM_022487925.1
LOC111136808,rna-XM_022487929.1,rna-XM_022487929.1,rna-XM_022487929.1,rna-XM_022487929.1
LOC111136809,rna-XM_022487931.1,rna-XM_022487931.1,rna-XM_022487930.1,rna-XM_022487930.1
LOC111136810,rna-XM_022487932.1,rna-XM_022487932.1,rna-XM_022487932.1,rna-XM_022487932.1
LOC111136811,rna-XM_022487933.1,rna-XM_022487933.1,rna-XM_022487933.1,rna-XM_022487933.1
LOC111136812,rna-XM_022487934.1,rna-XM_022487934.1,rna-XM_022487934.1,rna-XM_022487934.1
LOC111136813,rna-XM_022487935.1,rna-XM_022487935.1,rna-XM_022487935.1,rna-XM_022487935.1
LOC111136814,rna-XM_022487937.1,rna-XM_022487937.1,rna-XM_022487938.1,rna-XM_022487938.1
LOC111136815,rna-XM_022487939.1,rna-XM_022487939.1,rna-XM_022487939.1,rna-XM_022487939.1
LOC111136816,rna-XM_022487941.1,rna-XM_022487941.1,rna-XM_022487940.1,rna-XM_022487940.1
LOC111136817,rna-XM_022487942.1,rna-XM_022487942.1,rna-XM_022487942.1,rna-XM_022487942.1
LOC111136818,rna-XM_022487943.1,rna-XM_022487943.1,rna-XM_022487943.1,rna-XM_022487943.1
LOC111136819,rna-XM_022487947.1,rna-XM_022487947.1,rna-XM_022487947.1,rna-XM_022487947.1
LOC111136820,rna-XM_022487944.1,rna-XM_022487944.1,rna-XM_022487944.1,rna-XM_022487944.1
LOC111136821,rna-XM_022487945.1,rna-XM_022487945.1,rna-XM_022487945.1,rna-XM_022487945.1
LOC111136822,rna-XM_022487946.1,rna-XM_022487946.1,rna-XM_022487946.1,rna-XM_022487946.1
LOC111136823,rna-XM_022487948.1,rna-XM_022487948.1,rna-XM_022487948.1,rna-XM_022487948.1
LOC111136824,rna-XR_002639789.1,rna-XR_002639789.1,rna-XR_002639789.1,rna-XR_002639789.1
LOC111136825,rna-XM_022487949.1,rna-XM_022487949.1,rna-XM_022487949.1,rna-XM_022487949.1
LOC111136826,rna-XM_022487950.1,rna-XM_022487950.1,rna-XM_022487950.1,rna-XM_022487950.1
LOC111136827,rna-XM_022487951.1,rna-XM_022487951.1,rna-XM_022487951.1,rna-XM_022487951.1
LOC111136828,rna-XR_002639790.1,rna-XR_002639790.1,rna-XR_002639790.1,rna-XR_002639790.1
LOC111136829,rna-XM_022487952.1,rna-XM_022487952.1,rna-XM_022487952.1,rna-XM_022487952.1
LOC111136830,rna-XM_022487958.1,rna-XM_022487958.1,rna-XM_022487958.1,rna-XM_022487958.1
LOC111136831,rna-XM_022487954.1,rna-XM_022487954.1,rna-XM_022487954.1,rna-XM_022487954.1
LOC111136832,rna-XM_022487955.1,rna-XM_022487955.1,rna-XM_022487955.1,rna-XM_022487955.1
LOC111136833,rna-XM_022487957.1,rna-XM_022487957.1,rna-XM_022487957.1,rna-XM_022487957.1
LOC111136834,rna-XM_022487960.1,rna-XM_022487960.1,rna-XM_022487960.1,rna-XM_022487960.1
LOC111136835,rna-XR_002639791.1,rna-XR_002639791.1,rna-XR_002639791.1,rna-XR_002639791.1
LOC111136836,rna-XR_002639792.1,rna-XR_002639792.1,rna-XM_022487961.1,rna-XR_002639792.1
LOC111136837,rna-XM_022487966.1,rna-XM_022487966.1,rna-XM_022487965.1,rna-XM_022487966.1
LOC111136838,rna-XM_022488006.1,rna-XM_022488006.1,rna-XM_022488006.1,rna-XM_022488087.1
LOC111136839,rna-XM_022487977.1,rna-XM_022487977.1,rna-XM_022487970.1,rna-XM_022487977.1
LOC111136840,rna-XM_022487967.1,rna-XM_022487967.1,rna-XM_022487967.1,rna-XM_022487967.1
LOC111136841,rna-XM_022487968.1,rna-XM_022487968.1,rna-XM_022487968.1,rna-XM_022487968.1
LOC111136842,rna-XM_022487971.1,rna-XM_022487971.1,rna-XM_022487971.1,rna-XM_022487971.1
LOC111136843,rna-XM_022487972.1,rna-XM_022487972.1,rna-XM_022487972.1,rna-XM_022487972.1
LOC111136844,rna-XM_022487973.1,rna-XM_022487973.1,rna-XM_022487973.1,rna-XM_022487973.1
LOC111136845,rna-XM_022487974.1,rna-XM_022487974.1,rna-XM_022487974.1,rna-XM_022487974.1
LOC111136846,gene-LOC111136846,gene-LOC111136846,gene-LOC111136846,gene-LOC111136846
LOC111136847,rna-XM_022487976.1,rna-XM_022487976.1,rna-XM_022487976.1,rna-XM_022487976.1
LOC111136848,rna-XM_022487978.1,rna-XM_022487978.1,rna-XM_022487978.1,rna-XM_022487978.1
LOC111136849,rna-XM_022487981.1,rna-XM_022487981.1,rna-XM_022487981.1,rna-XM_022487981.1
LOC111136850,rna-XM_022487983.1,rna-XM_022487983.1,rna-XM_022487983.1,rna-XM_022487983.1
LOC111136851,rna-XM_022487984.1,rna-XM_022487984.1,rna-XM_022487984.1,rna-XM_022487984.1
LOC111136852,rna-XM_022487985.1,rna-XM_022487985.1,rna-XM_022487985.1,rna-XM_022487985.1
LOC111136853,rna-XM_022487989.1,rna-XM_022487989.1,rna-XM_022487989.1,rna-XM_022487989.1
LOC111136854,rna-XM_022487986.1,rna-XM_022487986.1,rna-XM_022487986.1,rna-XM_022487986.1
LOC111136855,rna-XM_022487988.1,rna-XM_022487988.1,rna-XM_022487988.1,rna-XM_022487988.1
LOC111136856,rna-XM_022487990.1,rna-XM_022487990.1,rna-XM_022487990.1,rna-XM_022487990.1
LOC111136857,rna-XM_022487992.1,rna-XM_022487992.1,rna-XM_022487991.1,rna-XM_022487991.1
LOC111136858,rna-XM_022487993.1,rna-XM_022487993.1,rna-XM_022487995.1,rna-XM_022487995.1
LOC111136859,rna-XM_022487996.1,rna-XM_022487996.1,rna-XM_022487996.1,rna-XM_022487996.1
LOC111136860,rna-XM_022487997.1,rna-XM_022487997.1,rna-XM_022487997.1,rna-XM_022487997.1
LOC111136861,rna-XM_022487999.1,rna-XM_022487999.1,rna-XM_022487999.1,rna-XM_022487999.1
LOC111136862,rna-XM_022488002.1,rna-XM_022488002.1,rna-XM_022488002.1,rna-XM_022488002.1
LOC111136863,rna-XM_022488003.1,rna-XM_022488004.1,rna-XM_022488003.1,rna-XM_022488003.1
LOC111136864,rna-XM_022488005.1,rna-XM_022488005.1,rna-XM_022488005.1,rna-XM_022488005.1
LOC111136865,rna-XM_022488007.1,rna-XM_022488007.1,rna-XM_022488007.1,rna-XM_022488007.1
LOC111136866,rna-XM_022488012.1,rna-XM_022488012.1,rna-XM_022488012.1,rna-XM_022488012.1
LOC111136867,rna-XM_022488011.1,rna-XM_022488011.1,rna-XM_022488008.1,rna-XM_022488008.1
LOC111136868,rna-XM_022488014.1,rna-XM_022488014.1,rna-XM_022488014.1,rna-XM_022488014.1
LOC111136869,rna-XM_022488016.1,rna-XM_022488016.1,rna-XM_022488016.1,rna-XM_022488016.1
LOC111136870,rna-XM_022488017.1,rna-XM_022488017.1,rna-XM_022488017.1,rna-XM_022488017.1
LOC111136871,rna-XM_022488018.1,rna-XM_022488018.1,rna-XM_022488018.1,rna-XM_022488018.1
LOC111136872,rna-XM_022488019.1,rna-XM_022488019.1,rna-XM_022488019.1,rna-XM_022488019.1
LOC111136873,rna-XM_022488024.1,rna-XM_022488024.1,rna-XM_022488024.1,rna-XM_022488024.1
LOC111136874,rna-XM_022488020.1,rna-XM_022488020.1,rna-XM_022488020.1,rna-XM_022488020.1
LOC111136875,rna-XM_022488023.1,rna-XM_022488023.1,rna-XM_022488022.1,rna-XM_022488022.1
LOC111136876,rna-XM_022488025.1,rna-XM_022488025.1,rna-XM_022488025.1,rna-XM_022488025.1
LOC111136877,rna-XR_002639793.1,rna-XR_002639793.1,rna-XR_002639793.1,rna-XR_002639793.1
LOC111136878,rna-XM_022488027.1,rna-XM_022488027.1,rna-XM_022488027.1,rna-XM_022488027.1
LOC111136879,rna-XM_022488028.1,rna-XM_022488028.1,rna-XM_022488029.1,rna-XM_022488028.1
LOC111136880,rna-XM_022488030.1,rna-XM_022488030.1,rna-XM_022488030.1,rna-XM_022488030.1
LOC111136881,rna-XM_022488031.1,rna-XM_022488031.1,rna-XM_022488031.1,rna-XM_022488031.1
LOC111136882,rna-XM_022488035.1,rna-XM_022488035.1,rna-XM_022488035.1,rna-XM_022488035.1
LOC111136883,rna-XM_022488032.1,rna-XM_022488032.1,rna-XM_022488032.1,rna-XM_022488032.1
LOC111136884,rna-XM_022488033.1,rna-XM_022488033.1,rna-XM_022488033.1,rna-XM_022488033.1
LOC111136885,rna-XM_022488034.1,rna-XM_022488034.1,rna-XM_022488034.1,rna-XM_022488034.1
LOC111136886,rna-XM_022488036.1,rna-XM_022488036.1,rna-XM_022488036.1,rna-XM_022488036.1
LOC111136887,rna-XM_022488037.1,rna-XM_022488037.1,rna-XM_022488037.1,rna-XM_022488037.1
LOC111136888,rna-XM_022488039.1,rna-XM_022488039.1,rna-XM_022488039.1,rna-XM_022488039.1
LOC111136889,rna-XM_022488040.1,rna-XM_022488040.1,rna-XM_022488040.1,rna-XM_022488040.1
LOC111136890,rna-XM_022488041.1,rna-XM_022488041.1,rna-XM_022488041.1,rna-XM_022488041.1
LOC111136891,rna-XM_022488044.1,rna-XM_022488044.1,rna-XM_022488044.1,rna-XM_022488044.1
LOC111136892,rna-XR_002639794.1,rna-XM_022488076.1,rna-XR_002639794.1,rna-XR_002639794.1
LOC111136893,rna-XM_022488054.1,rna-XM_022488054.1,rna-XM_022488053.1,rna-XM_022488053.1
LOC111136894,rna-XM_022488055.1,rna-XM_022488055.1,rna-XM_022488055.1,rna-XM_022488055.1
LOC111136895,rna-XM_022488056.1,rna-XM_022488056.1,rna-XM_022488056.1,rna-XM_022488056.1
LOC111136896,rna-XM_022488057.1,rna-XM_022488057.1,rna-XM_022488057.1,rna-XM_022488057.1
LOC111136897,rna-XM_022488058.1,rna-XM_022488058.1,rna-XM_022488058.1,rna-XM_022488058.1
LOC111136898,rna-XM_022488059.1,rna-XM_022488059.1,rna-XM_022488059.1,rna-XM_022488059.1
LOC111136899,rna-XM_022488060.1,rna-XM_022488060.1,rna-XM_022488060.1,rna-XM_022488060.1
LOC111136900,rna-XM_022488062.1,rna-XM_022488062.1,rna-XM_022488062.1,rna-XM_022488062.1
LOC111136901,rna-XM_022488063.1,rna-XM_022488063.1,rna-XM_022488063.1,rna-XM_022488063.1
LOC111136902,rna-XM_022488064.1,rna-XM_022488064.1,rna-XM_022488064.1,rna-XM_022488064.1
LOC111136903,rna-XM_022488067.1,rna-XM_022488067.1,rna-XM_022488067.1,rna-XM_022488067.1
LOC111136904,rna-XM_022488072.1,rna-XM_022488072.1,rna-XM_022488072.1,rna-XM_022488072.1
LOC111136905,rna-XM_022488073.1,rna-XM_022488073.1,rna-XM_022488073.1,rna-XM_022488073.1
LOC111136906,rna-XM_022488074.1,rna-XM_022488074.1,rna-XM_022488074.1,rna-XM_022488074.1
LOC111136907,rna-XM_022488075.1,rna-XM_022488075.1,rna-XM_022488075.1,rna-XM_022488075.1
LOC111136908,rna-XM_022488077.1,rna-XM_022488077.1,rna-XM_022488077.1,rna-XM_022488077.1
LOC111136909,rna-XM_022488078.1,rna-XM_022488078.1,rna-XM_022488078.1,rna-XM_022488078.1
LOC111136910,rna-XR_002639799.1,rna-XR_002639799.1,rna-XR_002639799.1,rna-XR_002639799.1
LOC111136911,rna-XM_022488079.1,rna-XM_022488079.1,rna-XM_022488079.1,rna-XM_022488079.1
LOC111136912,rna-XM_022488080.1,rna-XM_022488080.1,rna-XM_022488080.1,rna-XM_022488080.1
LOC111136913,rna-XR_002639800.1,rna-XM_022488081.1,rna-XM_022488081.1,rna-XM_022488081.1
LOC111136914,rna-XM_022488084.1,rna-XM_022488084.1,rna-XM_022488082.1,rna-XM_022488082.1
LOC111136915,rna-XR_002639801.1,rna-XM_022488092.1,rna-XM_022488092.1,rna-XM_022488092.1
LOC111136916,rna-XM_022488085.1,rna-XM_022488085.1,rna-XM_022488085.1,rna-XM_022488085.1
LOC111136917,rna-XM_022488086.1,rna-XM_022488086.1,rna-XM_022488086.1,rna-XM_022488086.1
LOC111136918,rna-XM_022488090.1,rna-XM_022488090.1,rna-XM_022488090.1,rna-XM_022488090.1
LOC111136919,rna-XM_022488093.1,rna-XM_022488093.1,rna-XM_022488093.1,rna-XM_022488093.1
LOC111136920,rna-XM_022488094.1,rna-XM_022488094.1,rna-XM_022488094.1,rna-XM_022488094.1
LOC111136921,rna-XM_022488095.1,rna-XM_022488095.1,rna-XM_022488095.1,rna-XM_022488095.1
LOC111136922,rna-XM_022488096.1,rna-XM_022488096.1,rna-XM_022488096.1,rna-XM_022488096.1
LOC111136923,rna-XM_022488097.1,rna-XM_022488097.1,rna-XM_022488097.1,rna-XM_022488097.1
LOC111136924,rna-XM_022488101.1,rna-XM_022488101.1,rna-XM_022488098.1,rna-XM_022488098.1
LOC111136925,rna-XM_022488103.1,rna-XM_022488103.1,rna-XM_022488102.1,rna-XM_022488102.1
LOC111136926,rna-XM_022488108.1,rna-XM_022488108.1,rna-XM_022488108.1,rna-XM_022488108.1
LOC111136927,rna-XM_022488106.1,rna-XM_022488106.1,rna-XM_022488106.1,rna-XM_022488106.1
LOC111136928,rna-XM_022488107.1,rna-XM_022488107.1,rna-XM_022488107.1,rna-XM_022488107.1
LOC111136929,rna-XM_022488109.1,rna-XM_022488109.1,rna-XM_022488109.1,rna-XM_022488109.1
LOC111136930,rna-XM_022488110.1,rna-XM_022488110.1,rna-XM_022488110.1,rna-XM_022488110.1
LOC111136931,rna-XM_022488112.1,rna-XM_022488112.1,rna-XM_022488114.1,rna-XM_022488114.1
LOC111136932,gene-LOC111136932,gene-LOC111136932,gene-LOC111136932,gene-LOC111136932
LOC111136933,rna-XM_022488115.1,rna-XM_022488115.1,rna-XM_022488115.1,rna-XM_022488115.1
LOC111136934,rna-XM_022488119.1,rna-XM_022488126.1,rna-XM_022488119.1,rna-XM_022488126.1
LOC111136935,rna-XM_022488116.1,rna-XM_022488116.1,rna-XM_022488116.1,rna-XM_022488116.1
LOC111136936,rna-XM_022488117.1,rna-XM_022488117.1,rna-XM_022488117.1,rna-XM_022488117.1
LOC111136937,rna-XM_022488118.1,rna-XM_022488118.1,rna-XM_022488118.1,rna-XM_022488118.1
LOC111136938,rna-XM_022488121.1,rna-XM_022488121.1,rna-XM_022488121.1,rna-XM_022488121.1
LOC111136939,rna-XM_022488122.1,rna-XM_022488122.1,rna-XM_022488122.1,rna-XM_022488122.1
LOC111136940,rna-XM_022488123.1,rna-XM_022488123.1,rna-XM_022488123.1,rna-XM_022488123.1
LOC111136941,gene-LOC111136941,gene-LOC111136941,gene-LOC111136941,gene-LOC111136941
LOC111136942,rna-XM_022488124.1,rna-XM_022488124.1,rna-XM_022488124.1,rna-XM_022488124.1
LOC111136943,rna-XM_022488125.1,rna-XM_022488125.1,rna-XM_022488125.1,rna-XM_022488125.1
LOC111136944,rna-XM_022488128.1,rna-XM_022488128.1,rna-XM_022488128.1,rna-XM_022488128.1
LOC111136945,rna-XM_022488129.1,rna-XM_022488129.1,rna-XM_022488129.1,rna-XM_022488129.1
LOC111136946,rna-XM_022488130.1,rna-XM_022488130.1,rna-XM_022488130.1,rna-XM_022488130.1
LOC111136947,rna-XM_022488133.1,rna-XM_022488133.1,rna-XM_022488132.1,rna-XM_022488132.1
LOC111136948,rna-XM_022488139.1,rna-XM_022488139.1,rna-XM_022488139.1,rna-XM_022488139.1
LOC111136949,rna-XM_022488136.1,rna-XM_022488136.1,rna-XM_022488136.1,rna-XM_022488136.1
LOC111136950,rna-XM_022488138.1,rna-XM_022488138.1,rna-XM_022488138.1,rna-XM_022488138.1
LOC111136951,rna-XM_022488140.1,rna-XM_022488140.1,rna-XM_022488140.1,rna-XM_022488140.1
LOC111136952,rna-XR_002639805.1,rna-XR_002639805.1,rna-XR_002639805.1,rna-XR_002639805.1
LOC111136953,rna-XM_022488141.1,rna-XM_022488141.1,rna-XM_022488141.1,rna-XM_022488141.1
LOC111136954,rna-XM_022488144.1,rna-XM_022488144.1,rna-XM_022488144.1,rna-XM_022488144.1
LOC111136955,rna-XM_022488145.1,rna-XM_022488145.1,rna-XM_022488145.1,rna-XM_022488145.1
LOC111136956,rna-XM_022488146.1,rna-XM_022488146.1,rna-XM_022488146.1,rna-XM_022488146.1
LOC111136957,rna-XM_022488148.1,rna-XM_022488148.1,rna-XM_022488148.1,rna-XM_022488148.1
LOC111136958,rna-XM_022488152.1,rna-XM_022488152.1,rna-XM_022488152.1,rna-XM_022488152.1
LOC111136959,rna-XM_022488153.1,rna-XM_022488153.1,rna-XM_022488153.1,rna-XM_022488153.1
LOC111136960,rna-XM_022488155.1,rna-XM_022488155.1,rna-XM_022488154.1,rna-XM_022488154.1
LOC111136961,rna-XM_022488160.1,rna-XM_022488160.1,rna-XM_022488160.1,rna-XM_022488160.1
LOC111136962,rna-XM_022488159.1,rna-XM_022488159.1,rna-XM_022488159.1,rna-XM_022488159.1
LOC111136963,rna-XM_022488166.1,rna-XM_022488166.1,rna-XM_022488166.1,rna-XM_022488166.1
LOC111136964,rna-XM_022488167.1,rna-XM_022488167.1,rna-XM_022488167.1,rna-XM_022488167.1
LOC111136965,rna-XM_022488168.1,rna-XM_022488168.1,rna-XM_022488168.1,rna-XM_022488168.1
LOC111136966,rna-XM_022488568.1,rna-XM_022488568.1,rna-XM_022488568.1,rna-XM_022488568.1
LOC111136967,rna-XM_022488200.1,rna-XM_022488200.1,rna-XM_022488200.1,rna-XM_022488200.1
LOC111136968,rna-XM_022488172.1,rna-XM_022488172.1,rna-XM_022488172.1,rna-XM_022488172.1
LOC111136969,rna-XR_002639806.1,rna-XR_002639806.1,rna-XR_002639806.1,rna-XR_002639806.1
LOC111136970,rna-XM_022488170.1,rna-XM_022488170.1,rna-XM_022488170.1,rna-XM_022488170.1
LOC111136971,rna-XM_022488171.1,rna-XM_022488171.1,rna-XM_022488171.1,rna-XM_022488171.1
LOC111136972,rna-XM_022488173.1,rna-XM_022488173.1,rna-XM_022488173.1,rna-XM_022488173.1
LOC111136973,rna-XM_022488176.1,rna-XM_022488176.1,rna-XM_022488176.1,rna-XM_022488176.1
LOC111136974,rna-XM_022488178.1,rna-XM_022488177.1,rna-XM_022488177.1,rna-XM_022488177.1
LOC111136975,gene-LOC111136975,gene-LOC111136975,gene-LOC111136975,gene-LOC111136975
LOC111136976,rna-XM_022488180.1,rna-XM_022488180.1,rna-XM_022488180.1,rna-XM_022488180.1
LOC111136977,rna-XM_022488179.1,rna-XM_022488179.1,rna-XM_022488179.1,rna-XM_022488179.1
LOC111136978,rna-XM_022488181.1,rna-XM_022488181.1,rna-XM_022488181.1,rna-XM_022488181.1
